139.14,34.85,2.61,-1.01,2.798606796,111.155101
139.144505,34.85,2.73,-1.09,2.93955779,111.7652151
139.149009,34.85,2.85,-1.16,3.077027787,112.1471855
139.153514,34.85,2.96,-1.22,3.201562119,112.3996035
139.158018,34.85,3.07,-1.27,3.322318468,112.4739395
139.162523,34.85,3.17,-1.32,3.43384624,112.6070299
139.167027,34.85,3.26,-1.37,3.536170245,112.7943567
139.171532,34.85,3.35,-1.42,3.638529923,112.9711455
139.176036,34.85,3.43,-1.46,3.72780096,113.0573191
139.180541,34.85,3.51,-1.51,3.821020806,113.2773475
139.185045,34.85,3.58,-1.55,3.901140859,113.4107247
139.18955,34.85,3.64,-1.58,3.968122982,113.4640224
139.194054,34.85,3.7,-1.62,4.039108813,113.6456226
139.198559,34.85,3.75,-1.65,4.096950085,113.7494945
139.203063,34.85,3.8,-1.68,4.154804448,113.8504739
139.207568,34.85,3.84,-1.71,4.203534227,114.0040076
139.212072,34.85,3.87,-1.73,4.239080089,114.0860006
139.216577,34.85,3.9,-1.76,4.278738132,114.2888022
139.221081,34.85,3.89,-1.78,4.277908367,114.588053
139.225586,34.85,3.86,-1.79,4.254844298,114.8785964
139.23009,34.85,3.81,-1.81,4.218080132,115.4107855
139.234595,34.85,3.76,-1.82,4.177319715,115.8289575
139.239099,34.85,3.72,-1.83,4.145756867,116.1942099
139.243604,34.85,3.67,-1.84,4.105423242,116.6274649
139.248108,34.85,3.57,-1.85,4.020870553,117.3935197
139.252613,34.85,3.48,-1.85,3.941180026,117.9955225
139.257117,34.85,3.44,-1.85,3.905905785,118.2709504
139.261622,34.85,3.4,-1.83,3.861204475,118.2907056
139.266126,34.85,3.37,-1.79,3.815887839,117.9753306
139.270631,34.85,3.37,-1.75,3.797288506,117.4423032
139.275135,34.85,3.32,-1.72,3.739090799,117.3874222
139.27964,34.85,2.65,-1.71,3.153823077,122.8334662
139.284144,34.85,2.02,-1.69,2.6337236,129.9169871
139.288649,34.85,1.44,-1.67,2.205107707,139.2296086
139.293153,34.85,0.89,-1.64,1.865931403,151.5120718
139.297658,34.85,0.38,-1.62,1.663971154,166.7989128
139.302162,34.85,-0.08,-1.59,1.592011306,182.8803776
139.306667,34.85,-0.51,-1.56,1.641249524,198.103763
139.311171,34.85,-0.88,-1.52,1.756359872,210.0685828
139.315676,34.85,-1.18,-1.49,1.900657781,218.3773334
139.32018,34.85,-1.45,-1.45,2.050609665,225
139.324685,34.85,-1.61,-1.4,2.133565092,228.9909131
139.329189,34.85,-1.48,-1.26,1.943707797,229.5905432
139.333694,34.85,-1.17,-1.01,1.545639026,229.1976684
139.338198,34.85,-0.86,-0.77,1.154339638,228.1603616
139.342703,34.85,-0.5,-0.55,0.743303437,222.273689
139.347207,34.85,-0.19,-0.35,0.398246155,208.4956386
139.351712,34.85,0.07,-0.17,0.183847763,157.6198649
139.356216,34.85,0.17,-0.18,0.247588368,136.636577
139.360721,34.85,0.2,-0.23,0.304795013,138.9909131
139.365225,34.85,0.21,-0.27,0.342052628,142.1250163
139.36973,34.85,0.23,-0.3,0.378021163,142.5238204
139.374234,34.85,0.24,-0.33,0.408044115,143.9726266
139.378739,34.85,0.24,-0.34,0.416173041,144.782407
139.383243,34.85,0.24,-0.34,0.416173041,144.782407
139.387748,34.85,0.23,-0.33,0.402243707,145.1246717
139.392252,34.85,0.2,-0.31,0.368917335,147.1714582
139.396757,34.85,0.13,-0.26,0.290688837,153.4349488
139.401261,34.85,0.06,-0.21,0.218403297,164.0546041
139.405766,34.85,0.02,-0.18,0.181107703,173.6598083
139.41027,34.85,-0.02,-0.14,0.141421356,188.1301024
139.414775,34.85,-0.07,-0.11,0.130384048,212.4711923
139.419279,34.85,-0.12,-0.1,0.156204994,230.1944289
139.423784,34.85,-0.13,-0.06,0.143178211,245.2248594
139.428288,34.85,-0.1,-0.02,0.10198039,258.6900675
139.432793,34.85,-0.05,0.03,0.058309519,300.9637565
139.437297,34.85,0.01,0.1,0.100498756,5.710593137
139.441802,34.85,0.08,0.18,0.196977156,23.96248897
139.446306,34.85,0.14,0.24,0.27784888,30.25643716
139.450811,34.85,0.16,0.28,0.32249031,29.7448813
139.455315,34.85,0.16,0.31,0.348855271,27.29957221
139.45982,34.85,0.15,0.34,0.371618084,23.80594352
139.464324,34.85,0.13,0.37,0.392173431,19.35899418
139.468829,34.85,0.12,0.38,0.398497177,17.52556837
139.473333,34.85,0.1,0.36,0.373630834,15.524111
139.477838,34.85,0.09,0.34,0.351710108,14.82647997
