 No       Lon.(X)        Lat.(Y)   Node(Cell)   Depth(Cell)             Station Name
  1 388650.947852 3945702.882051           68         5.151                    Tokyo
  2 413510.243747 3936460.273314          120         0.318                    Chiba
  3 376961.671688 3924254.829456          585        11.900           Yokohamashinko
  4 385756.229234 3907991.928788         1138        37.392              Daini-Kaiho
  5 377366.031863 3905821.935357         1029         3.938                 Yokosuka
  6 383595.047821 3899052.839033         1258       235.622              Kyurihamako
  7 400171.676110 3941984.420715          213        22.753             Yoko_01_0001
  8 400954.735874 3941282.382401          210        21.868             Yoko_01_0002
  9 401737.919152 3940580.416295          255        20.044             Yoko_01_0003
 10 402521.225919 3939878.522384          255        20.044             Yoko_01_0004
 11 403304.656153 3939176.700652          257        16.604             Yoko_01_0005
 12 404088.209829 3938474.951084          257        16.604             Yoko_01_0006
 13 404871.886923 3937773.273664          258        13.398             Yoko_01_0007
 14 405655.687412 3937071.668378          297        10.338             Yoko_01_0008
 15 406439.611272 3936370.135210          298         6.902             Yoko_01_0009
 16 407223.658479 3935668.674146          275         5.192             Yoko_01_0010
 17 408007.829009 3934967.285170          274         2.604             Yoko_01_0011
 18 408792.122838 3934265.968266          274         2.604             Yoko_01_0012
 19 409576.539944 3933564.723420          239         0.832             Yoko_01_0013
 20 410361.080302 3932863.550617          200         0.329             Yoko_01_0014
 21 411145.743888 3932162.449840          200         0.329             Yoko_01_0015
 22 411930.530679 3931461.421076          244         0.065             Yoko_01_0016
 23 412715.440652 3930760.464308          285         0.056             Yoko_01_0017
 24 391389.359508 3930395.042015          512        28.671             Yoko_02_0001
 25 392206.435325 3929706.638173          559        26.778             Yoko_02_0002
 26 393023.636709 3929018.312630          604        23.821             Yoko_02_0003
 27 393840.963638 3928330.065370          643        19.623             Yoko_02_0004
 28 394658.416089 3927641.896376          643        19.623             Yoko_02_0005
 29 395475.994037 3926953.805633          606        15.730             Yoko_02_0006
 30 396293.697461 3926265.793122          607        11.992             Yoko_02_0007
 31 397111.526337 3925577.858830          608         9.414             Yoko_02_0008
 32 397929.480642 3924890.002738          564         6.496             Yoko_02_0009
 33 398747.560352 3924202.224831          555         5.650             Yoko_02_0010
 34 399565.765445 3923514.525092          635         3.411             Yoko_02_0011
 35 400384.095897 3922826.903505          674         2.707             Yoko_02_0012
 36 401202.551686 3922139.360053          711         2.289             Yoko_02_0013
 37 385146.966894 3903228.516327         1195        46.927             Yoko_03_0001
 38 385879.479425 3904078.914489         1205        74.276             Yoko_03_0002
 39 386611.855765 3904929.369685         1193        57.786             Yoko_03_0003
 40 387344.095883 3905779.881932         1166        42.514             Yoko_03_0004
 41 388076.199744 3906630.451248         1146        28.554             Yoko_03_0005
 42 388808.167315 3907481.077652         1145        19.647             Yoko_03_0006
 43 389539.998564 3908331.761162         1136        10.371             Yoko_03_0007
 44 379603.504464 3889334.735808         1453       196.275             Yoko_04_0001
 45 379988.831078 3888277.115690         1510       263.336             Yoko_04_0002
 46 380374.253449 3887219.515982         1648       463.157             Yoko_04_0003
 47 380759.771545 3886161.936681         1648       463.157             Yoko_04_0004
 48 381145.385332 3885104.377780         1713       580.225             Yoko_04_0005
 49 381531.094780 3884046.839277         1719       632.837             Yoko_04_0006
 50 381916.899855 3882989.321164         1720       666.815             Yoko_04_0007
 51 382302.800524 3881931.823439         1721       652.731             Yoko_04_0008
 52 382688.796756 3880874.346095         1769       590.010             Yoko_04_0009
 53 383074.888517 3879816.889128         1767       479.733             Yoko_04_0010
 54 383461.075775 3878759.452534         1767       479.733             Yoko_04_0011
 55 383847.358498 3877702.036306         1798       356.405             Yoko_04_0012
 56 384233.736654 3876644.640440         1798       356.405             Yoko_04_0013
 57 384620.210209 3875587.264931         1757       259.052             Yoko_04_0014
 58 385006.779131 3874529.909775         1708       190.179             Yoko_04_0015
 59 385393.443388 3873472.574965         1759       111.946             Yoko_04_0016
 60 385780.202947 3872415.260498         1760        75.323             Yoko_04_0017
 61 386167.057775 3871357.966368         1761        60.325             Yoko_04_0018
 62 413372.952708 3943365.926849           42         5.613             Tate_01_0001
 63 412716.278540 3942563.091032           78         4.947             Tate_01_0002
 64 412059.487438 3941760.302337          101         7.876             Tate_01_0003
 65 411402.579428 3940957.560749          101         7.876             Tate_01_0004
 66 410745.554539 3940154.866255          143         9.188             Tate_01_0005
 67 410088.412797 3939352.218842          182         8.076             Tate_01_0006
 68 409431.154229 3938549.618497          182         8.076             Tate_01_0007
 69 408773.778864 3937747.065207          221         6.496             Tate_01_0008
 70 408116.286728 3936944.558956          238         4.965             Tate_01_0009
 71 407458.677849 3936142.099734          275         5.192             Tate_01_0010
 72 406800.952254 3935339.687525          275         5.192             Tate_01_0011
 73 406143.109970 3934537.322317          315         3.894             Tate_01_0012
 74 405485.151025 3933735.004095          315         3.894             Tate_01_0013
 75 404827.075446 3932932.732847          352         4.288             Tate_01_0014
 76 404168.883259 3932130.508559          353         2.287             Tate_01_0015
 77 403510.574493 3931328.331218          391         1.775             Tate_01_0016
 78 402852.149175 3930526.200809          391         1.775             Tate_01_0017
 79 402193.607331 3929724.117320          429         1.307             Tate_01_0018
 80 401534.948990 3928922.080736          469         3.390             Tate_01_0019
 81 400876.174178 3928120.091045          470         1.571             Tate_01_0020
 82 400217.282922 3927318.148232          471         2.618             Tate_01_0021
 83 399558.275250 3926516.252284          516         5.137             Tate_01_0022
 84 398899.151189 3925714.403188          517         4.535             Tate_01_0023
 85 398239.910766 3924912.600929          564         6.496             Tate_01_0024
 86 397580.554009 3924110.845494          601         7.420             Tate_01_0025
 87 396921.080944 3923309.136870          602         7.848             Tate_01_0026
 88 396261.491598 3922507.475042          641         9.262             Tate_01_0027
 89 395601.786000 3921705.859997          681        10.667             Tate_01_0028
 90 394941.964175 3920904.291721          707        10.845             Tate_01_0029
