 No       Lon.(X)        Lat.(Y)   Node(Cell)   Depth(Cell)             Station Name
 91 394282.026152 3920102.770200          740        11.111             Tate_01_0030
 92 393621.971957 3919301.295422          775         9.856             Tate_01_0031
 93 392961.801617 3918499.867371          756        11.318             Tate_01_0032
 94 392301.515160 3917698.486034          787        10.402             Tate_01_0033
 95 391641.112612 3916897.151398          823        10.363             Tate_01_0034
 96 390980.594002 3916095.863448          863        10.244             Tate_01_0035
 97 390319.959355 3915294.622170          898        10.157             Tate_01_0036
 98 389659.208699 3914493.427552          938         9.873             Tate_01_0037
 99 388998.342061 3913692.279578          974         6.766             Tate_01_0038
100 388337.359469 3912891.178235          975         7.368             Tate_01_0039
101 387676.260948 3912090.123509          998         7.711             Tate_01_0040
102 387015.046527 3911289.115387         1031        10.488             Tate_01_0041
103 386353.716233 3910488.153854         1073        22.481             Tate_01_0042
104 385692.270091 3909687.238896         1099        29.987             Tate_01_0043
105 385030.708131 3908886.370499         1118        37.411             Tate_01_0044
106 384369.030377 3908085.548650         1140        42.059             Tate_01_0045
107 383707.236859 3907284.773334         1140        42.059             Tate_01_0046
108 383707.236859 3907284.773334         1140        42.059             Tate_02_0001
109 384461.115101 3906504.736911         1160        40.796             Tate_02_0002
110 385215.124785 3905724.767753         1177        44.492             Tate_02_0003
111 385969.265880 3904944.865844         1179        46.947             Tate_02_0004
112 386723.538357 3904165.031170         1193        57.786             Tate_02_0005
113 387477.942185 3903385.263714         1206        90.202             Tate_02_0006
114 388232.477335 3902605.563460         1217       146.321             Tate_02_0007
115 388987.143776 3901825.930394         1216       113.545             Tate_02_0008
116 389741.941478 3901046.364499         1220       140.344             Tate_02_0009
117 390496.870413 3900266.865759         1230       145.171             Tate_02_0010
118 390496.870413 3900266.865759         1230       145.171             Tate_03_0001
119 390067.085524 3899192.024194         1241       224.559             Tate_03_0002
120 389637.203952 3898117.202287         1250       295.520             Tate_03_0003
121 389207.225730 3897042.400028         1252       267.753             Tate_03_0004
122 388777.150894 3895967.617408         1261       314.019             Tate_03_0005
123 388346.979479 3894892.854420         1272       329.773             Tate_03_0006
124 387916.711519 3893818.111053         1286       325.504             Tate_03_0007
125 387486.347049 3892743.387299         1303       317.966             Tate_03_0008
126 387055.886104 3891668.683149         1321       312.789             Tate_03_0009
127 386625.328719 3890593.998594         1344       306.185             Tate_03_0010
128 386194.674929 3889519.333626         1345       354.487             Tate_03_0011
129 385763.924769 3888444.688235         1415       365.216             Tate_03_0012
130 385333.078274 3887370.062412         1459       402.877             Tate_03_0013
131 384902.135478 3886295.456148         1517       467.203             Tate_03_0014
132 384471.096416 3885220.869435         1587       549.401             Tate_03_0015
133 384039.961124 3884146.302263         1588       593.044             Tate_03_0016
134 383608.729637 3883071.754624         1657       651.083             Tate_03_0017
135 383177.401988 3881997.226508         1721       652.731             Tate_03_0018
136 382745.978214 3880922.717906         1769       590.010             Tate_03_0019
137 382314.458348 3879848.228809         1769       590.010             Tate_03_0020
