Lat.,Lon.,Layer,Time,WA_U,WA_D,WA_R,RUD
35.606757,140.085946,1,0,1.64,3.38,23.65,-0.0
35.611261,139.766126,1,0,-5.27,11.83,6.1,-0.09
35.611261,139.770631,1,0,-3.5,15.9,14.37,-0.07
35.611261,139.775135,1,0,-1.9,18.7,21.37,-0.06
35.611261,139.793153,1,0,3.99,16.84,36.01,0.02
35.611261,139.797658,1,0,4.34,15.7,37.27,0.03
35.611261,139.802162,1,0,4.58,13.91,37.84,0.04
35.611261,139.806667,1,0,4.76,11.7,38.01,0.04
35.611261,139.815676,1,0,4.82,6.74,37.64,0.06
35.611261,139.82018,1,0,4.66,3.58,37.03,0.06
35.611261,139.824685,1,0,4.32,-2.69,35.68,0.08
35.611261,139.829189,1,0,3.79,-9.68,33.96,0.09
35.611261,139.833694,1,0,2.48,-22.64,30.45,0.16
35.611261,139.838198,1,0,1.34,-28.52,27.74,0.31
35.611261,139.842703,1,0,1.05,-8.79,28.42,0.04
35.611261,139.847207,1,0,0.88,9.72,29.53,-0.0
35.611261,139.851712,1,0,1.2,27.29,32.1,-0.02
35.611261,139.856216,1,0,1.46,39.79,34.33,-0.03
35.611261,139.860721,1,0,1.72,39.86,35.8,-0.03
35.611261,139.865225,1,0,1.88,38.66,36.86,-0.03
35.611261,139.86973,1,0,1.91,34.44,37.24,-0.03
35.611261,139.874234,1,0,1.81,29.92,37.34,-0.03
35.611261,139.878739,1,0,1.8,26.97,37.39,-0.03
35.611261,139.883243,1,0,1.79,24.26,37.46,-0.03
35.611261,139.887748,1,0,1.37,22.1,36.87,-0.03
35.611261,139.892252,1,0,0.9,20.11,36.16,-0.04
35.611261,139.896757,1,0,0.15,18.36,35.06,-0.05
35.611261,139.901261,1,0,-0.87,16.67,33.6,-0.06
35.611261,139.905766,1,0,-2.05,15.16,32.05,-0.07
35.611261,139.91027,1,0,-2.98,13.67,30.8,-0.08
35.611261,139.914775,1,0,-3.85,12.23,29.64,-0.09
35.611261,139.919279,1,0,-4.64,10.93,28.47,-0.09
35.611261,139.923784,1,0,-5.4,9.8,27.42,-0.1
35.611261,139.928288,1,0,-6.11,8.8,26.43,-0.11
35.611261,139.932793,1,0,-6.72,7.97,25.6,-0.11
35.611261,139.937297,1,0,-7.26,7.24,24.88,-0.12
35.611261,139.941802,1,0,-7.63,6.62,24.32,-0.12
35.611261,139.946306,1,0,-7.92,6.09,23.85,-0.12
35.611261,139.950811,1,0,-8.13,5.61,23.48,-0.12
35.611261,139.955315,1,0,-8.26,5.19,23.19,-0.12
35.611261,139.95982,1,0,-8.26,4.87,23.03,-0.12
35.611261,139.964324,1,0,-8.25,4.57,22.89,-0.12
35.611261,139.968829,1,0,-8.22,4.31,22.76,-0.12
35.611261,139.973333,1,0,-8.17,4.08,22.65,-0.11
35.611261,139.977838,1,0,-8.11,3.87,22.55,-0.11
35.611261,139.982342,1,0,-8.03,3.7,22.47,-0.11
35.611261,139.986847,1,0,-7.88,3.58,22.45,-0.11
35.611261,139.991351,1,0,-7.69,3.48,22.46,-0.11
35.611261,139.995856,1,0,-7.53,3.38,22.44,-0.1
35.611261,140.00036,1,0,-7.38,3.29,22.41,-0.1
35.611261,140.004865,1,0,-7.14,3.23,22.41,-0.1
35.611261,140.009369,1,0,-6.87,3.18,22.42,-0.09
35.611261,140.013874,1,0,-6.69,3.09,22.36,-0.09
35.611261,140.018378,1,0,-6.45,3.01,22.31,-0.09
35.611261,140.022883,1,0,-6.18,2.94,22.28,-0.09
35.611261,140.027387,1,0,-5.9,2.85,22.23,-0.08
35.611261,140.031892,1,0,-5.61,2.81,22.23,-0.08
35.611261,140.036396,1,0,-5.29,2.76,22.23,-0.07
35.611261,140.040901,1,0,-4.96,2.67,22.22,-0.07
35.611261,140.045405,1,0,-4.58,2.58,22.22,-0.07
35.611261,140.04991,1,0,-4.21,2.5,22.22,-0.06
35.611261,140.054414,1,0,-3.86,2.44,22.21,-0.06
35.611261,140.058919,1,0,-3.47,2.45,22.27,-0.05
35.611261,140.063423,1,0,-3.12,2.49,22.35,-0.05
35.611261,140.067928,1,0,-2.79,2.54,22.43,-0.05
35.611261,140.081441,1,0,1.61,4.92,25.04,-0.01
35.615766,139.761622,1,0,-5.86,9.74,1.81,-0.1
35.615766,139.766126,1,0,-4.87,13.98,8.31,-0.09
35.615766,139.770631,1,0,-2.93,18.67,17.37,-0.07
35.615766,139.775135,1,0,-1.4,20.81,23.66,-0.05
35.615766,139.788649,1,0,5.3,17.2,37.74,0.04
35.615766,139.797658,1,0,5.4,15.89,38.65,0.04
35.615766,139.802162,1,0,5.49,14.26,39.05,0.05
35.615766,139.806667,1,0,5.62,11.89,39.35,0.06
35.615766,139.811171,1,0,5.7,9.54,39.35,0.06
35.615766,139.815676,1,0,5.7,6.95,39.03,0.07
35.615766,139.82018,1,0,5.44,2.55,38.14,0.08
35.615766,139.824685,1,0,5.06,-3.97,36.78,0.09
35.615766,139.829189,1,0,4.57,-12.07,35.07,0.12
35.615766,139.847207,1,0,0.53,3.97,27.35,0.0
35.615766,139.851712,1,0,1.01,31.89,30.98,-0.02
35.615766,139.856216,1,0,1.4,51.93,34.01,-0.03
35.615766,139.860721,1,0,1.56,49.61,35.29,-0.04
35.615766,139.865225,1,0,1.53,42.91,35.95,-0.03
35.615766,139.86973,1,0,1.51,37.03,36.25,-0.03
35.615766,139.874234,1,0,1.53,32.05,36.72,-0.03
35.615766,139.878739,1,0,1.62,27.95,37.26,-0.03
35.615766,139.883243,1,0,1.54,24.86,37.21,-0.03
35.615766,139.887748,1,0,1.21,22.6,36.78,-0.03
35.615766,139.892252,1,0,0.84,20.56,36.33,-0.04
35.615766,139.896757,1,0,-0.02,18.81,35.06,-0.05
35.615766,139.901261,1,0,-1.06,17.12,33.62,-0.06
35.615766,139.905766,1,0,-2.11,15.56,32.16,-0.07
35.615766,139.91027,1,0,-2.82,13.91,31.16,-0.08
35.615766,139.914775,1,0,-3.47,12.29,30.17,-0.08
35.615766,139.919279,1,0,-4.24,10.97,28.95,-0.09
35.615766,139.923784,1,0,-4.95,9.78,27.85,-0.1
35.615766,139.928288,1,0,-5.73,8.72,26.69,-0.1
35.615766,139.932793,1,0,-6.29,7.9,25.87,-0.11
35.615766,139.937297,1,0,-6.8,7.19,25.15,-0.11
35.615766,139.941802,1,0,-7.21,6.55,24.51,-0.11
35.615766,139.946306,1,0,-7.46,6.02,24.08,-0.11
35.615766,139.950811,1,0,-7.64,5.54,23.7,-0.11
35.615766,139.955315,1,0,-7.75,5.12,23.4,-0.11
35.615766,139.95982,1,0,-7.78,4.8,23.21,-0.11
35.615766,139.964324,1,0,-7.8,4.49,23.04,-0.11
35.615766,139.968829,1,0,-7.82,4.18,22.86,-0.11
35.615766,139.973333,1,0,-7.74,3.98,22.79,-0.11
35.615766,139.977838,1,0,-7.6,3.81,22.75,-0.11
35.615766,139.982342,1,0,-7.45,3.66,22.72,-0.1
35.615766,139.986847,1,0,-7.29,3.55,22.71,-0.1
35.615766,139.991351,1,0,-7.1,3.46,22.73,-0.1
35.615766,139.995856,1,0,-6.91,3.38,22.73,-0.1
35.615766,140.00036,1,0,-6.7,3.33,22.75,-0.09
35.615766,140.004865,1,0,-6.48,3.29,22.76,-0.09
35.615766,140.009369,1,0,-6.26,3.24,22.75,-0.09
35.615766,140.013874,1,0,-6.09,3.17,22.7,-0.09
35.615766,140.018378,1,0,-5.78,3.14,22.71,-0.08
35.615766,140.022883,1,0,-5.5,3.09,22.69,-0.08
35.615766,140.027387,1,0,-5.21,3.05,22.68,-0.07
35.615766,140.031892,1,0,-4.89,3.03,22.7,-0.07
35.615766,140.036396,1,0,-4.61,3.0,22.7,-0.07
35.615766,140.040901,1,0,-4.29,2.96,22.72,-0.06
35.615766,140.045405,1,0,-3.94,2.9,22.74,-0.06
35.615766,140.04991,1,0,-3.61,2.84,22.73,-0.06
35.615766,140.054414,1,0,-3.35,2.77,22.67,-0.05
35.615766,140.058919,1,0,-3.16,2.72,22.62,-0.05
35.62027,139.761622,1,0,-6.68,9.45,-0.6,-0.11
35.62027,139.766126,1,0,-4.59,15.7,9.64,-0.09
35.62027,139.784144,1,0,5.93,17.55,38.19,0.05
35.62027,139.788649,1,0,7.38,16.21,40.79,0.07
35.62027,139.797658,1,0,6.82,15.8,40.45,0.06
35.62027,139.802162,1,0,6.7,14.3,40.56,0.07
35.62027,139.806667,1,0,6.75,12.29,40.78,0.07
35.62027,139.811171,1,0,6.76,10.01,40.76,0.08
35.62027,139.815676,1,0,6.67,7.15,40.46,0.08
35.62027,139.82018,1,0,6.32,2.26,39.44,0.09
35.62027,139.824685,1,0,5.91,-5.28,37.9,0.11
35.62027,139.847207,1,0,0.24,-9.87,24.64,0.02
35.62027,139.851712,1,0,0.84,38.69,29.63,-0.03
35.62027,139.856216,1,0,1.32,67.39,33.79,-0.04
35.62027,139.860721,1,0,1.38,61.0,34.68,-0.04
35.62027,139.865225,1,0,1.2,49.8,34.91,-0.04
35.62027,139.86973,1,0,1.11,39.71,35.11,-0.03
35.62027,139.874234,1,0,1.19,34.46,35.65,-0.03
35.62027,139.878739,1,0,1.25,29.46,36.38,-0.03
35.62027,139.883243,1,0,1.23,25.49,36.96,-0.03
35.62027,139.887748,1,0,0.92,23.63,36.54,-0.03
35.62027,139.892252,1,0,0.55,21.71,36.14,-0.04
35.62027,139.896757,1,0,-0.55,19.75,34.65,-0.05
35.62027,139.901261,1,0,-1.58,17.77,33.22,-0.07
35.62027,139.905766,1,0,-2.45,15.88,32.01,-0.07
35.62027,139.91027,1,0,-2.88,14.06,31.14,-0.08
35.62027,139.914775,1,0,-3.37,12.31,30.21,-0.08
35.62027,139.919279,1,0,-4.0,10.96,29.16,-0.09
35.62027,139.923784,1,0,-4.57,9.86,28.2,-0.09
35.62027,139.928288,1,0,-5.29,8.8,27.05,-0.1
35.62027,139.932793,1,0,-5.65,7.95,26.33,-0.1
35.62027,139.937297,1,0,-6.11,7.21,25.6,-0.1
35.62027,139.941802,1,0,-6.59,6.55,24.9,-0.1
35.62027,139.946306,1,0,-6.85,6.01,24.42,-0.11
35.62027,139.950811,1,0,-7.07,5.52,23.99,-0.11
35.62027,139.955315,1,0,-7.19,5.09,23.68,-0.11
35.62027,139.95982,1,0,-7.22,4.76,23.48,-0.11
35.62027,139.964324,1,0,-7.24,4.45,23.29,-0.1
35.62027,139.968829,1,0,-7.22,4.18,23.16,-0.1
35.62027,139.973333,1,0,-7.12,3.99,23.09,-0.1
35.62027,139.977838,1,0,-6.96,3.82,23.05,-0.1
35.62027,139.982342,1,0,-6.81,3.68,23.04,-0.1
35.62027,139.986847,1,0,-6.68,3.55,23.01,-0.09
35.62027,139.991351,1,0,-6.49,3.46,23.02,-0.09
35.62027,139.995856,1,0,-6.23,3.43,23.08,-0.09
35.62027,140.00036,1,0,-6.01,3.4,23.11,-0.09
35.62027,140.004865,1,0,-5.78,3.37,23.14,-0.08
35.62027,140.009369,1,0,-5.54,3.34,23.15,-0.08
35.62027,140.013874,1,0,-5.3,3.32,23.16,-0.08
35.62027,140.018378,1,0,-5.02,3.31,23.18,-0.07
35.62027,140.022883,1,0,-4.69,3.31,23.21,-0.07
35.62027,140.027387,1,0,-4.4,3.28,23.21,-0.07
35.62027,140.031892,1,0,-4.11,3.27,23.22,-0.06
35.62027,140.036396,1,0,-3.84,3.29,23.27,-0.06
35.62027,140.040901,1,0,-3.56,3.29,23.29,-0.06
35.62027,140.045405,1,0,-3.28,3.24,23.28,-0.05
35.62027,140.04991,1,0,-3.08,3.17,23.21,-0.05
35.62027,140.054414,1,0,-3.0,3.07,23.08,-0.05
35.624775,139.761622,1,0,-6.67,10.38,-0.46,-0.11
35.624775,139.766126,1,0,-4.31,17.92,10.78,-0.08
35.624775,139.784144,1,0,8.09,16.51,41.18,0.08
35.624775,139.793153,1,0,8.4,15.88,42.18,0.08
35.624775,139.802162,1,0,7.96,13.99,42.09,0.08
35.624775,139.806667,1,0,7.84,12.39,42.15,0.09
35.624775,139.811171,1,0,7.72,9.79,41.95,0.09
35.624775,139.815676,1,0,7.55,6.65,41.6,0.1
35.624775,139.82018,1,0,7.21,1.55,40.66,0.11
35.624775,139.824685,1,0,6.78,-5.98,39.18,0.13
35.624775,139.851712,1,0,0.78,78.03,28.97,-0.04
35.624775,139.856216,1,0,1.24,87.23,33.04,-0.04
35.624775,139.860721,1,0,1.34,77.08,34.59,-0.04
35.624775,139.865225,1,0,1.06,61.02,34.26,-0.04
35.624775,139.86973,1,0,0.6,41.64,33.14,-0.04
35.624775,139.874234,1,0,0.6,34.96,33.49,-0.03
35.624775,139.878739,1,0,0.63,30.81,34.63,-0.03
35.624775,139.883243,1,0,0.62,27.42,35.31,-0.03
35.624775,139.887748,1,0,0.61,25.39,35.94,-0.04
35.624775,139.892252,1,0,0.0,23.11,35.66,-0.05
35.624775,139.896757,1,0,-1.39,20.73,33.66,-0.06
35.624775,139.901261,1,0,-2.12,18.34,32.25,-0.07
35.624775,139.905766,1,0,-2.54,16.15,31.42,-0.08
35.624775,139.914775,1,0,-3.3,12.22,30.18,-0.08
35.624775,139.919279,1,0,-3.65,10.94,29.34,-0.08
35.624775,139.923784,1,0,-3.89,9.91,28.72,-0.08
35.624775,139.928288,1,0,-4.35,8.91,27.87,-0.09
35.624775,139.932793,1,0,-4.86,8.01,26.91,-0.09
35.624775,139.937297,1,0,-5.25,7.28,26.19,-0.09
35.624775,139.941802,1,0,-5.63,6.64,25.55,-0.09
35.624775,139.946306,1,0,-5.98,6.07,24.98,-0.1
35.624775,139.950811,1,0,-6.29,5.57,24.48,-0.1
35.624775,139.955315,1,0,-6.43,5.14,24.14,-0.1
35.624775,139.95982,1,0,-6.54,4.77,23.84,-0.1
35.624775,139.964324,1,0,-6.54,4.46,23.65,-0.1
35.624775,139.968829,1,0,-6.44,4.25,23.59,-0.09
35.624775,139.973333,1,0,-6.35,4.05,23.51,-0.09
35.624775,139.977838,1,0,-6.24,3.86,23.43,-0.09
35.624775,139.982342,1,0,-6.07,3.75,23.44,-0.09
35.624775,139.986847,1,0,-5.91,3.65,23.45,-0.09
35.624775,139.991351,1,0,-5.73,3.59,23.47,-0.08
35.624775,139.995856,1,0,-5.49,3.55,23.51,-0.08
35.624775,140.00036,1,0,-5.25,3.52,23.55,-0.08
35.624775,140.004865,1,0,-5.03,3.48,23.57,-0.07
35.624775,140.009369,1,0,-4.72,3.5,23.64,-0.07
35.624775,140.013874,1,0,-4.48,3.49,23.66,-0.07
35.624775,140.018378,1,0,-4.26,3.47,23.66,-0.07
35.624775,140.022883,1,0,-3.92,3.51,23.71,-0.06
35.624775,140.027387,1,0,-3.58,3.54,23.77,-0.06
35.624775,140.031892,1,0,-3.29,3.55,23.8,-0.06
35.624775,140.036396,1,0,-3.04,3.59,23.85,-0.05
35.624775,140.040901,1,0,-2.82,3.61,23.85,-0.05
35.624775,140.045405,1,0,-2.69,3.52,23.74,-0.05
35.624775,140.04991,1,0,-2.58,3.43,23.61,-0.05
35.629279,139.761622,1,0,-6.77,10.54,-1.17,-0.11
35.629279,139.766126,1,0,-4.2,19.5,10.98,-0.08
35.629279,139.770631,1,0,-1.64,25.31,20.83,-0.06
35.629279,139.784144,1,0,9.16,16.9,42.6,0.09
35.629279,139.802162,1,0,8.95,13.93,43.31,0.1
35.629279,139.806667,1,0,8.86,12.43,43.43,0.1
35.629279,139.811171,1,0,8.74,10.2,43.36,0.11
35.629279,139.815676,1,0,8.6,7.38,43.2,0.11
35.629279,139.82018,1,0,8.26,2.31,42.35,0.12
35.629279,139.824685,1,0,8.05,-2.4,41.76,0.14
35.629279,139.851712,1,0,0.82,124.52,28.31,-0.04
35.629279,139.860721,1,0,1.39,98.16,34.25,-0.04
35.629279,139.865225,1,0,0.78,69.3,32.16,-0.04
35.629279,139.86973,1,0,-0.28,41.14,27.55,-0.04
35.629279,139.874234,1,0,-0.6,26.48,26.32,-0.03
35.629279,139.878739,1,0,-0.09,-7.52,28.17,-0.03
35.629279,139.892252,1,0,0.07,-15.29,31.26,-0.01
35.629279,139.896757,1,0,-0.75,-2.88,31.07,0.02
35.629279,139.901261,1,0,-1.32,7.43,30.92,-0.04
35.629279,139.919279,1,0,-3.14,10.69,29.59,-0.07
35.629279,139.923784,1,0,-3.21,9.74,29.18,-0.07
35.629279,139.928288,1,0,-3.42,8.92,28.56,-0.07
35.629279,139.932793,1,0,-3.84,8.1,27.65,-0.08
35.629279,139.937297,1,0,-4.2,7.39,26.94,-0.08
35.629279,139.941802,1,0,-4.56,6.79,26.31,-0.08
35.629279,139.946306,1,0,-4.95,6.2,25.67,-0.08
35.629279,139.950811,1,0,-5.31,5.69,25.12,-0.09
35.629279,139.955315,1,0,-5.45,5.28,24.77,-0.09
35.629279,139.95982,1,0,-5.61,4.88,24.42,-0.09
35.629279,139.964324,1,0,-5.7,4.54,24.14,-0.09
35.629279,139.968829,1,0,-5.64,4.33,24.04,-0.08
35.629279,139.973333,1,0,-5.56,4.14,23.96,-0.08
35.629279,139.977838,1,0,-5.46,3.97,23.89,-0.08
35.629279,139.982342,1,0,-5.28,3.87,23.92,-0.08
35.629279,139.986847,1,0,-5.08,3.81,23.95,-0.08
35.629279,139.991351,1,0,-4.91,3.75,23.97,-0.07
35.629279,139.995856,1,0,-4.69,3.71,24.01,-0.07
35.629279,140.00036,1,0,-4.44,3.68,24.06,-0.07
35.629279,140.004865,1,0,-4.18,3.67,24.11,-0.07
35.629279,140.009369,1,0,-3.91,3.67,24.16,-0.06
35.629279,140.013874,1,0,-3.67,3.67,24.17,-0.06
35.629279,140.018378,1,0,-3.42,3.68,24.2,-0.06
35.629279,140.022883,1,0,-3.1,3.75,24.27,-0.05
35.629279,140.027387,1,0,-2.74,3.81,24.36,-0.05
35.629279,140.031892,1,0,-2.44,3.85,24.41,-0.05
35.629279,140.036396,1,0,-2.31,3.9,24.41,-0.05
35.629279,140.040901,1,0,-2.23,3.91,24.36,-0.05
35.629279,140.045405,1,0,-2.14,3.78,24.17,-0.04
35.633784,139.757117,1,0,-7.92,3.27,-10.64,-0.13
35.633784,139.761622,1,0,-6.94,10.4,-2.46,-0.11
35.633784,139.770631,1,0,-2.12,27.19,19.29,-0.06
35.633784,139.775135,1,0,0.39,32.02,27.46,-0.04
35.633784,139.77964,1,0,3.68,30.95,34.8,0.0
35.633784,139.802162,1,0,9.73,14.2,44.28,0.11
35.633784,139.806667,1,0,9.77,12.88,44.6,0.12
35.633784,139.811171,1,0,9.83,11.44,44.93,0.12
35.633784,139.815676,1,0,9.74,8.8,44.94,0.13
35.633784,139.82018,1,0,9.74,6.43,45.16,0.14
35.633784,139.824685,1,0,9.77,3.79,45.4,0.15
35.633784,139.842703,1,0,-0.5,98.29,10.08,-0.04
35.633784,139.847207,1,0,0.07,98.33,19.37,-0.04
35.633784,139.865225,1,0,0.48,84.04,29.59,-0.03
35.633784,139.86973,1,0,-1.1,39.93,21.74,-0.04
35.633784,139.928288,1,0,-2.79,8.78,28.81,-0.07
35.633784,139.932793,1,0,-3.0,8.1,28.16,-0.07
35.633784,139.937297,1,0,-3.12,7.53,27.7,-0.07
35.633784,139.941802,1,0,-3.45,6.96,27.09,-0.07
35.633784,139.946306,1,0,-3.82,6.41,26.48,-0.07
35.633784,139.950811,1,0,-4.23,5.87,25.86,-0.07
35.633784,139.955315,1,0,-4.46,5.41,25.41,-0.08
35.633784,139.95982,1,0,-4.57,5.08,25.11,-0.08
35.633784,139.964324,1,0,-4.65,4.77,24.86,-0.08
35.633784,139.968829,1,0,-4.66,4.5,24.68,-0.07
35.633784,139.973333,1,0,-4.63,4.29,24.55,-0.07
35.633784,139.977838,1,0,-4.55,4.16,24.5,-0.07
35.633784,139.982342,1,0,-4.41,4.08,24.49,-0.07
35.633784,139.986847,1,0,-4.21,4.01,24.52,-0.07
35.633784,139.991351,1,0,-4.03,3.93,24.53,-0.06
35.633784,139.995856,1,0,-3.88,3.88,24.53,-0.06
35.633784,140.00036,1,0,-3.6,3.89,24.6,-0.06
35.633784,140.004865,1,0,-3.35,3.88,24.65,-0.06
35.633784,140.009369,1,0,-3.14,3.85,24.66,-0.05
35.633784,140.013874,1,0,-2.87,3.88,24.7,-0.05
35.633784,140.018378,1,0,-2.6,3.92,24.75,-0.05
35.633784,140.022883,1,0,-2.28,3.98,24.83,-0.05
35.633784,140.027387,1,0,-1.92,4.06,24.93,-0.04
35.633784,140.031892,1,0,-1.73,4.09,24.91,-0.04
35.633784,140.036396,1,0,-1.66,4.15,24.89,-0.04
35.633784,140.040901,1,0,-1.61,4.14,24.8,-0.04
35.633784,140.045405,1,0,-1.22,4.31,24.89,-0.04
35.638288,139.761622,1,0,-7.05,10.18,-4.01,-0.12
35.638288,139.766126,1,0,-4.71,19.53,7.98,-0.09
35.638288,139.770631,1,0,-2.39,27.16,17.45,-0.07
35.638288,139.775135,1,0,-0.14,34.2,26.06,-0.04
35.638288,139.77964,1,0,4.03,38.4,37.51,-0.0
35.638288,139.811171,1,0,10.77,12.58,46.27,0.13
35.638288,139.815676,1,0,10.96,11.31,46.92,0.14
35.638288,139.82018,1,0,11.2,10.05,47.67,0.15
35.638288,139.86973,1,0,-1.03,15.47,15.55,0.02
35.638288,139.937297,1,0,-2.09,7.64,28.41,-0.06
35.638288,139.941802,1,0,-2.38,7.1,27.83,-0.06
35.638288,139.946306,1,0,-2.71,6.58,27.23,-0.06
35.638288,139.950811,1,0,-3.07,6.06,26.64,-0.06
35.638288,139.955315,1,0,-3.33,5.63,26.18,-0.06
35.638288,139.95982,1,0,-3.48,5.31,25.88,-0.06
35.638288,139.964324,1,0,-3.59,5.0,25.59,-0.06
35.638288,139.968829,1,0,-3.64,4.72,25.38,-0.06
35.638288,139.973333,1,0,-3.63,4.52,25.24,-0.06
35.638288,139.977838,1,0,-3.55,4.43,25.2,-0.06
35.638288,139.982342,1,0,-3.45,4.34,25.16,-0.06
35.638288,139.986847,1,0,-3.3,4.26,25.16,-0.06
35.638288,139.991351,1,0,-3.12,4.2,25.18,-0.06
35.638288,139.995856,1,0,-2.94,4.16,25.19,-0.05
35.638288,140.00036,1,0,-2.72,4.14,25.22,-0.05
35.638288,140.004865,1,0,-2.47,4.12,25.26,-0.05
35.638288,140.009369,1,0,-2.28,4.09,25.25,-0.05
35.638288,140.013874,1,0,-2.05,4.11,25.26,-0.04
35.638288,140.018378,1,0,-1.78,4.15,25.31,-0.04
35.638288,140.022883,1,0,-1.51,4.19,25.36,-0.04
35.638288,140.027387,1,0,-1.21,4.28,25.43,-0.04
35.638288,140.031892,1,0,-1.08,4.3,25.36,-0.03
35.642793,139.761622,1,0,-7.27,9.55,-5.71,-0.12
35.642793,139.766126,1,0,-5.07,19.83,6.05,-0.09
35.642793,139.770631,1,0,-2.66,27.44,15.63,-0.07
35.642793,139.775135,1,0,0.28,36.29,26.7,-0.04
35.642793,139.788649,1,0,10.65,43.48,54.14,0.06
35.642793,139.806667,1,0,11.47,19.96,49.04,0.12
35.642793,139.824685,1,0,12.19,9.89,49.64,0.17
35.642793,139.941802,1,0,-1.09,7.29,28.69,-0.04
35.642793,139.946306,1,0,-1.48,6.76,28.05,-0.05
35.642793,139.950811,1,0,-1.95,6.22,27.39,-0.05
35.642793,139.955315,1,0,-2.21,5.86,26.97,-0.05
35.642793,139.95982,1,0,-2.38,5.57,26.66,-0.05
35.642793,139.964324,1,0,-2.52,5.26,26.35,-0.05
35.642793,139.968829,1,0,-2.64,4.99,26.09,-0.05
35.642793,139.973333,1,0,-2.63,4.83,25.97,-0.05
35.642793,139.977838,1,0,-2.55,4.73,25.92,-0.05
35.642793,139.982342,1,0,-2.49,4.62,25.85,-0.05
35.642793,139.986847,1,0,-2.36,4.54,25.83,-0.05
35.642793,139.991351,1,0,-2.17,4.52,25.87,-0.05
35.642793,139.995856,1,0,-2.0,4.47,25.87,-0.04
35.642793,140.00036,1,0,-1.82,4.42,25.86,-0.04
35.642793,140.004865,1,0,-1.54,4.4,25.92,-0.04
35.642793,140.009369,1,0,-1.37,4.38,25.89,-0.04
35.642793,140.013874,1,0,-1.19,4.37,25.86,-0.04
35.642793,140.018378,1,0,-0.96,4.4,25.88,-0.03
35.642793,140.022883,1,0,-0.78,4.43,25.87,-0.03
35.642793,140.027387,1,0,-0.61,4.47,25.84,-0.03
35.642793,140.054414,1,0,10.21,16.81,37.82,0.01
35.647297,139.761622,1,0,-7.39,6.58,-7.65,-0.12
35.647297,139.766126,1,0,-5.53,17.85,2.85,-0.1
35.647297,139.770631,1,0,-3.27,26.92,12.72,-0.07
35.647297,139.775135,1,0,1.89,41.44,30.9,-0.03
35.647297,139.77964,1,0,8.56,59.06,53.55,0.02
35.647297,139.932793,1,0,2.44,9.16,31.99,-0.01
35.647297,139.937297,1,0,1.15,8.19,30.58,-0.02
35.647297,139.941802,1,0,0.52,7.55,29.75,-0.03
35.647297,139.946306,1,0,-0.05,7.0,29.01,-0.03
35.647297,139.950811,1,0,-0.74,6.46,28.22,-0.04
35.647297,139.955315,1,0,-1.13,6.11,27.73,-0.04
35.647297,139.95982,1,0,-1.32,5.82,27.41,-0.04
35.647297,139.964324,1,0,-1.48,5.54,27.11,-0.04
35.647297,139.968829,1,0,-1.61,5.32,26.86,-0.04
35.647297,139.973333,1,0,-1.62,5.18,26.73,-0.04
35.647297,139.977838,1,0,-1.55,5.07,26.67,-0.04
35.647297,139.982342,1,0,-1.45,4.98,26.63,-0.04
35.647297,139.986847,1,0,-1.33,4.92,26.62,-0.04
35.647297,139.991351,1,0,-1.19,4.88,26.61,-0.04
35.647297,139.995856,1,0,-1.05,4.82,26.59,-0.03
35.647297,140.00036,1,0,-0.92,4.73,26.53,-0.03
35.647297,140.004865,1,0,-0.71,4.69,26.52,-0.03
35.647297,140.009369,1,0,-0.5,4.66,26.5,-0.03
35.647297,140.013874,1,0,-0.34,4.64,26.46,-0.03
35.647297,140.018378,1,0,-0.21,4.64,26.41,-0.03
35.647297,140.022883,1,0,-0.09,4.66,26.36,-0.02
35.647297,140.058919,1,0,13.96,21.73,42.79,0.02
35.651802,139.761622,1,0,-8.33,-2.46,-15.25,-0.13
35.651802,139.766126,1,0,-4.6,8.12,-3.5,-0.08
35.651802,139.770631,1,0,-2.73,21.83,8.44,-0.06
35.651802,139.775135,1,0,0.63,35.41,22.65,-0.03
35.651802,139.923784,1,0,6.11,11.07,35.27,0.02
35.651802,139.928288,1,0,5.77,10.51,34.79,0.02
35.651802,139.932793,1,0,4.32,9.5,33.23,0.01
35.651802,139.937297,1,0,3.12,8.58,31.89,-0.0
35.651802,139.941802,1,0,2.2,7.83,30.85,-0.01
35.651802,139.946306,1,0,1.31,7.27,29.93,-0.02
35.651802,139.950811,1,0,0.46,6.74,29.06,-0.02
35.651802,139.955315,1,0,0.0,6.38,28.53,-0.03
35.651802,139.95982,1,0,-0.28,6.08,28.15,-0.03
35.651802,139.964324,1,0,-0.48,5.83,27.84,-0.03
35.651802,139.968829,1,0,-0.58,5.66,27.64,-0.03
35.651802,139.973333,1,0,-0.61,5.52,27.5,-0.03
35.651802,139.977838,1,0,-0.54,5.45,27.45,-0.03
35.651802,139.982342,1,0,-0.39,5.43,27.47,-0.03
35.651802,139.986847,1,0,-0.26,5.39,27.47,-0.03
35.651802,139.991351,1,0,-0.17,5.32,27.43,-0.03
35.651802,139.995856,1,0,-0.05,5.23,27.37,-0.03
35.651802,140.00036,1,0,0.05,5.11,27.27,-0.02
35.651802,140.004865,1,0,0.16,5.01,27.15,-0.02
35.651802,140.009369,1,0,0.32,4.95,27.09,-0.02
35.651802,140.013874,1,0,0.41,4.9,26.99,-0.02
35.651802,140.018378,1,0,0.49,4.87,26.91,-0.02
