Lat.,Lon.,Layer,Time,WA_U,WA_D,WA_R,RUD
35.480631,139.986847,16,0,21.4,-10.72,16.02,0.36
35.480631,139.991351,16,0,20.75,-10.13,16.41,0.35
35.480631,139.995856,16,0,20.06,-9.67,16.69,0.33
35.480631,140.00036,16,0,19.53,-9.39,16.82,0.32
35.480631,140.004865,16,0,19.43,-9.11,16.97,0.31
35.480631,140.009369,16,0,19.69,-9.16,16.83,0.32
35.480631,140.013874,16,0,20.85,-9.98,15.98,0.34
35.485135,139.680541,16,0,0.42,8.01,7.71,-0.06
35.485135,139.739099,16,0,6.54,14.25,21.92,-0.13
35.485135,139.743604,16,0,11.22,13.74,21.58,-0.02
35.485135,139.748108,16,0,14.09,12.76,20.97,0.05
35.485135,139.752613,16,0,15.66,11.68,20.33,0.11
35.485135,139.757117,16,0,17.08,10.26,19.3,0.16
35.485135,139.761622,16,0,18.33,8.94,18.2,0.21
35.485135,139.766126,16,0,19.39,7.62,17.07,0.26
35.485135,139.770631,16,0,19.93,6.47,16.01,0.3
35.485135,139.775135,16,0,20.41,5.23,14.91,0.34
35.485135,139.77964,16,0,20.53,4.25,14.08,0.36
35.485135,139.784144,16,0,20.7,3.23,13.23,0.39
35.485135,139.788649,16,0,20.9,2.28,12.46,0.41
35.485135,139.793153,16,0,21.01,1.53,11.91,0.43
35.485135,139.797658,16,0,21.21,0.7,11.29,0.45
35.485135,139.802162,16,0,21.38,-0.01,10.82,0.47
35.485135,139.806667,16,0,21.54,-0.66,10.45,0.48
35.485135,139.811171,16,0,21.76,-1.35,10.04,0.49
35.485135,139.815676,16,0,22.03,-2.07,9.62,0.51
35.485135,139.82018,16,0,22.2,-2.63,9.41,0.52
35.485135,139.824685,16,0,22.4,-3.27,9.14,0.53
35.485135,139.829189,16,0,22.64,-3.96,8.85,0.54
35.485135,139.833694,16,0,22.89,-4.65,8.58,0.55
35.485135,139.838198,16,0,23.11,-5.32,8.37,0.56
35.485135,139.842703,16,0,23.31,-6.03,8.15,0.57
35.485135,139.847207,16,0,23.53,-6.81,7.9,0.58
35.485135,139.851712,16,0,23.77,-7.68,7.62,0.59
35.485135,139.856216,16,0,24.03,-8.64,7.37,0.6
35.485135,139.860721,16,0,24.31,-9.64,7.19,0.61
35.485135,139.865225,16,0,24.6,-10.77,6.99,0.63
35.485135,139.86973,16,0,24.91,-11.9,6.81,0.63
35.485135,139.874234,16,0,25.22,-13.11,6.67,0.64
35.485135,139.878739,16,0,25.64,-14.64,6.53,0.66
35.485135,139.883243,16,0,26.14,-16.25,6.41,0.67
35.485135,139.887748,16,0,26.67,-17.79,6.34,0.68
35.485135,139.892252,16,0,27.2,-19.13,6.39,0.69
35.485135,139.896757,16,0,27.72,-20.31,6.55,0.69
35.485135,139.901261,16,0,28.06,-21.0,6.77,0.69
35.485135,139.905766,16,0,28.21,-21.34,6.98,0.68
35.485135,139.91027,16,0,28.26,-21.43,7.26,0.67
35.485135,139.914775,16,0,28.2,-21.13,7.58,0.66
35.485135,139.919279,16,0,28.08,-20.93,7.79,0.65
35.485135,139.923784,16,0,27.9,-20.63,8.06,0.63
35.485135,139.928288,16,0,27.77,-20.15,8.45,0.62
35.485135,139.932793,16,0,27.64,-19.8,8.74,0.6
35.485135,139.937297,16,0,27.53,-19.41,9.08,0.59
35.485135,139.941802,16,0,27.37,-19.0,9.43,0.58
35.485135,139.946306,16,0,27.25,-18.51,9.85,0.57
35.485135,139.950811,16,0,27.12,-18.04,10.25,0.56
35.485135,139.955315,16,0,27.0,-17.6,10.6,0.55
35.485135,139.95982,16,0,26.81,-17.02,11.05,0.53
35.485135,139.964324,16,0,26.36,-16.2,11.67,0.51
35.485135,139.968829,16,0,25.84,-15.32,12.38,0.49
35.485135,139.973333,16,0,25.31,-14.38,13.15,0.47
35.485135,139.977838,16,0,24.49,-13.32,14.01,0.44
35.485135,139.982342,16,0,23.85,-12.44,14.71,0.42
35.485135,139.986847,16,0,23.28,-11.71,15.25,0.4
35.485135,139.991351,16,0,22.72,-11.06,15.75,0.38
35.485135,139.995856,16,0,22.1,-10.5,16.12,0.37
35.485135,140.00036,16,0,21.76,-10.02,16.44,0.36
35.485135,140.004865,16,0,21.6,-9.68,16.65,0.35
35.485135,140.009369,16,0,21.46,-9.33,16.86,0.34
35.48964,139.748108,16,0,12.55,15.04,22.6,-0.02
35.48964,139.752613,16,0,14.04,13.96,21.95,0.03
35.48964,139.757117,16,0,15.71,13.06,21.43,0.08
35.48964,139.761622,16,0,17.14,12.17,20.84,0.12
35.48964,139.766126,16,0,18.31,10.84,19.75,0.17
35.48964,139.770631,16,0,19.18,9.44,18.58,0.22
35.48964,139.775135,16,0,19.69,8.03,17.36,0.26
35.48964,139.77964,16,0,20.19,6.57,16.09,0.3
35.48964,139.784144,16,0,20.48,5.44,15.13,0.33
35.48964,139.788649,16,0,20.8,4.24,14.11,0.36
35.48964,139.793153,16,0,21.0,3.34,13.41,0.39
35.48964,139.797658,16,0,21.22,2.45,12.74,0.41
35.48964,139.802162,16,0,21.44,1.58,12.1,0.43
35.48964,139.806667,16,0,21.63,0.87,11.65,0.45
35.48964,139.811171,16,0,21.84,0.15,11.19,0.46
35.48964,139.815676,16,0,22.11,-0.63,10.71,0.48
35.48964,139.82018,16,0,22.36,-1.32,10.37,0.49
35.48964,139.824685,16,0,22.57,-1.97,10.08,0.51
35.48964,139.829189,16,0,22.79,-2.65,9.76,0.52
35.48964,139.833694,16,0,23.05,-3.4,9.42,0.53
35.48964,139.838198,16,0,23.32,-4.18,9.12,0.54
35.48964,139.842703,16,0,23.52,-4.91,8.88,0.55
35.48964,139.847207,16,0,23.71,-5.67,8.62,0.56
35.48964,139.851712,16,0,23.92,-6.46,8.35,0.57
35.48964,139.856216,16,0,24.2,-7.52,8.07,0.59
35.48964,139.860721,16,0,24.48,-8.59,7.85,0.6
35.48964,139.865225,16,0,24.78,-9.71,7.62,0.61
35.48964,139.86973,16,0,25.1,-10.87,7.38,0.62
35.48964,139.874234,16,0,25.43,-11.97,7.23,0.63
35.48964,139.878739,16,0,25.9,-13.53,7.11,0.65
35.48964,139.883243,16,0,26.4,-15.09,7.0,0.66
35.48964,139.887748,16,0,26.96,-16.61,6.93,0.67
35.48964,139.892252,16,0,27.56,-18.08,6.88,0.68
35.48964,139.896757,16,0,28.02,-19.18,7.0,0.69
35.48964,139.901261,16,0,28.36,-19.87,7.19,0.69
35.48964,139.905766,16,0,28.67,-20.46,7.39,0.68
35.48964,139.91027,16,0,28.94,-20.82,7.69,0.68
35.48964,139.914775,16,0,28.88,-20.76,7.91,0.67
35.48964,139.919279,16,0,28.76,-20.68,8.06,0.66
35.48964,139.923784,16,0,28.6,-20.61,8.16,0.65
35.48964,139.928288,16,0,28.47,-20.32,8.4,0.63
35.48964,139.932793,16,0,28.28,-20.04,8.61,0.62
35.48964,139.937297,16,0,28.11,-19.73,8.86,0.61
35.48964,139.941802,16,0,27.99,-19.36,9.18,0.6
35.48964,139.946306,16,0,27.87,-18.97,9.5,0.59
35.48964,139.950811,16,0,27.8,-18.61,9.78,0.58
35.48964,139.955315,16,0,27.69,-18.1,10.19,0.57
35.48964,139.95982,16,0,27.56,-17.57,10.61,0.55
35.48964,139.964324,16,0,27.28,-16.85,11.16,0.54
35.48964,139.968829,16,0,26.96,-16.12,11.73,0.52
35.48964,139.973333,16,0,26.53,-15.25,12.42,0.5
35.48964,139.977838,16,0,26.1,-14.38,13.12,0.48
35.48964,139.982342,16,0,25.53,-13.53,13.79,0.46
35.48964,139.986847,16,0,25.07,-12.79,14.38,0.44
35.48964,139.991351,16,0,24.62,-12.12,14.91,0.42
35.48964,139.995856,16,0,24.25,-11.5,15.38,0.41
35.48964,140.00036,16,0,23.88,-10.92,15.78,0.39
35.48964,140.004865,16,0,23.66,-10.4,16.17,0.38
35.48964,140.009369,16,0,23.51,-9.98,16.44,0.38
35.48964,140.013874,16,0,23.34,-9.47,16.78,0.37
35.494144,139.752613,16,0,14.54,17.05,24.44,-0.02
35.494144,139.757117,16,0,14.74,15.56,23.25,0.01
35.494144,139.761622,16,0,16.11,14.72,22.75,0.06
35.494144,139.766126,16,0,17.4,13.82,22.16,0.1
35.494144,139.770631,16,0,18.4,12.27,20.91,0.15
35.494144,139.775135,16,0,19.02,10.92,19.83,0.18
35.494144,139.77964,16,0,19.57,9.33,18.46,0.23
35.494144,139.784144,16,0,20.08,7.8,17.14,0.27
35.494144,139.788649,16,0,20.46,6.51,16.06,0.3
35.494144,139.793153,16,0,20.87,5.29,15.04,0.34
35.494144,139.797658,16,0,21.13,4.29,14.26,0.36
35.494144,139.802162,16,0,21.5,3.22,13.43,0.39
35.494144,139.806667,16,0,21.72,2.46,12.93,0.41
35.494144,139.811171,16,0,21.96,1.7,12.42,0.43
35.494144,139.815676,16,0,22.25,0.84,11.85,0.45
35.494144,139.82018,16,0,22.52,0.08,11.43,0.47
35.494144,139.824685,16,0,22.75,-0.6,11.1,0.48
35.494144,139.829189,16,0,22.98,-1.3,10.75,0.49
35.494144,139.833694,16,0,23.2,-2.07,10.38,0.51
35.494144,139.838198,16,0,23.46,-2.89,10.02,0.52
35.494144,139.842703,16,0,23.69,-3.67,9.73,0.53
35.494144,139.847207,16,0,23.9,-4.46,9.44,0.54
35.494144,139.851712,16,0,24.1,-5.3,9.13,0.56
35.494144,139.856216,16,0,24.33,-6.32,8.84,0.57
35.494144,139.860721,16,0,24.6,-7.41,8.58,0.58
35.494144,139.865225,16,0,24.9,-8.55,8.31,0.59
35.494144,139.86973,16,0,25.23,-9.76,8.04,0.61
35.494144,139.874234,16,0,25.6,-11.01,7.79,0.62
35.494144,139.878739,16,0,26.05,-12.41,7.66,0.63
35.494144,139.883243,16,0,26.56,-13.93,7.54,0.65
35.494144,139.887748,16,0,27.12,-15.45,7.47,0.66
35.494144,139.892252,16,0,27.73,-16.91,7.46,0.67
35.494144,139.896757,16,0,28.28,-18.03,7.55,0.68
35.494144,139.901261,16,0,28.68,-18.92,7.66,0.68
35.494144,139.905766,16,0,29.02,-19.71,7.74,0.68
35.494144,139.91027,16,0,29.27,-20.24,7.87,0.68
35.494144,139.914775,16,0,29.3,-20.34,8.1,0.67
35.494144,139.919279,16,0,29.26,-20.34,8.3,0.66
35.494144,139.923784,16,0,29.24,-20.39,8.46,0.66
35.494144,139.928288,16,0,29.09,-20.24,8.57,0.65
35.494144,139.932793,16,0,28.87,-20.02,8.73,0.63
35.494144,139.937297,16,0,28.66,-19.79,8.9,0.62
35.494144,139.941802,16,0,28.53,-19.48,9.15,0.61
35.494144,139.946306,16,0,28.39,-19.12,9.43,0.6
35.494144,139.950811,16,0,28.25,-18.76,9.69,0.59
35.494144,139.955315,16,0,28.16,-18.35,9.99,0.58
35.494144,139.95982,16,0,28.04,-17.87,10.36,0.57
35.494144,139.964324,16,0,27.83,-17.26,10.83,0.55
35.494144,139.968829,16,0,27.62,-16.63,11.32,0.54
35.494144,139.973333,16,0,27.39,-15.91,11.88,0.52
35.494144,139.977838,16,0,27.21,-15.23,12.4,0.51
35.494144,139.982342,16,0,26.82,-14.47,13.01,0.49
35.494144,139.986847,16,0,26.6,-13.79,13.54,0.47
35.494144,139.991351,16,0,26.22,-13.12,14.07,0.46
35.494144,139.995856,16,0,26.03,-12.51,14.56,0.45
35.494144,140.00036,16,0,25.74,-11.91,15.01,0.43
35.494144,140.004865,16,0,25.56,-11.32,15.46,0.42
35.494144,140.009369,16,0,25.39,-10.78,15.85,0.41
35.494144,140.013874,16,0,25.17,-10.19,16.27,0.4
35.494144,140.018378,16,0,25.2,-9.49,16.77,0.39
35.494144,140.031892,16,0,22.7,-9.08,16.61,0.35
35.498649,139.757117,16,0,17.14,19.19,26.35,-0.0
35.498649,139.761622,16,0,17.15,17.67,25.16,0.02
35.498649,139.766126,16,0,17.73,16.31,24.13,0.06
35.498649,139.770631,16,0,17.99,14.82,22.96,0.09
35.498649,139.775135,16,0,18.71,13.66,22.1,0.12
35.498649,139.77964,16,0,19.28,12.13,20.84,0.16
35.498649,139.784144,16,0,19.62,10.35,19.31,0.21
35.498649,139.788649,16,0,19.99,8.86,18.06,0.24
35.498649,139.793153,16,0,20.52,7.44,16.87,0.29
35.498649,139.797658,16,0,20.84,6.31,15.96,0.31
35.498649,139.802162,16,0,21.25,5.11,14.99,0.35
35.498649,139.806667,16,0,21.7,4.11,14.25,0.38
35.498649,139.811171,16,0,22.01,3.29,13.69,0.4
35.498649,139.815676,16,0,22.35,2.39,13.08,0.42
35.498649,139.82018,16,0,22.71,1.53,12.53,0.44
35.498649,139.824685,16,0,22.94,0.82,12.17,0.45
35.498649,139.829189,16,0,23.18,0.06,11.77,0.47
35.498649,139.833694,16,0,23.39,-0.74,11.36,0.48
35.498649,139.838198,16,0,23.61,-1.55,10.98,0.5
35.498649,139.842703,16,0,23.84,-2.36,10.64,0.51
35.498649,139.847207,16,0,24.07,-3.23,10.29,0.52
35.498649,139.851712,16,0,24.29,-4.18,9.92,0.54
35.498649,139.856216,16,0,24.47,-5.12,9.61,0.55
35.498649,139.860721,16,0,24.69,-6.17,9.32,0.56
35.498649,139.865225,16,0,24.98,-7.34,9.04,0.58
35.498649,139.86973,16,0,25.32,-8.6,8.76,0.59
35.498649,139.874234,16,0,25.7,-9.92,8.48,0.6
35.498649,139.878739,16,0,26.15,-11.31,8.27,0.62
35.498649,139.883243,16,0,26.65,-12.78,8.09,0.63
35.498649,139.887748,16,0,27.2,-14.33,7.96,0.65
35.498649,139.892252,16,0,27.79,-15.72,7.96,0.66
35.498649,139.896757,16,0,28.38,-16.91,8.05,0.67
35.498649,139.901261,16,0,28.9,-17.95,8.15,0.68
35.498649,139.905766,16,0,29.37,-18.91,8.24,0.68
35.498649,139.91027,16,0,29.61,-19.56,8.3,0.68
35.498649,139.914775,16,0,29.65,-19.77,8.43,0.68
35.498649,139.919279,16,0,29.66,-19.89,8.59,0.67
35.498649,139.923784,16,0,29.69,-20.01,8.75,0.66
35.498649,139.928288,16,0,29.61,-19.97,8.91,0.65
35.498649,139.932793,16,0,29.41,-19.82,9.01,0.64
35.498649,139.937297,16,0,29.21,-19.66,9.11,0.63
35.498649,139.941802,16,0,29.03,-19.5,9.21,0.62
35.498649,139.946306,16,0,28.9,-19.18,9.44,0.61
35.498649,139.950811,16,0,28.74,-18.81,9.71,0.6
35.498649,139.955315,16,0,28.6,-18.45,9.97,0.59
35.498649,139.95982,16,0,28.48,-18.03,10.27,0.58
35.498649,139.964324,16,0,28.32,-17.54,10.63,0.56
35.498649,139.968829,16,0,28.17,-17.05,10.97,0.55
35.498649,139.973333,16,0,27.99,-16.44,11.45,0.54
35.498649,139.977838,16,0,27.86,-15.85,11.9,0.52
35.498649,139.982342,16,0,27.67,-15.22,12.39,0.51
35.498649,139.986847,16,0,27.48,-14.62,12.85,0.5
35.498649,139.991351,16,0,27.35,-14.06,13.28,0.49
35.498649,139.995856,16,0,27.15,-13.46,13.75,0.47
35.498649,140.00036,16,0,27.03,-12.88,14.2,0.46
35.498649,140.004865,16,0,26.89,-12.24,14.7,0.45
35.498649,140.009369,16,0,26.81,-11.54,15.24,0.44
35.498649,140.013874,16,0,26.7,-10.89,15.74,0.43
35.498649,140.018378,16,0,26.59,-10.18,16.27,0.42
35.498649,140.022883,16,0,26.99,-9.4,16.84,0.41
35.498649,140.027387,16,0,27.41,-8.58,17.43,0.41
35.498649,140.085946,16,0,16.63,-5.12,18.21,0.24
35.503153,139.761622,16,0,20.57,21.62,28.63,0.02
35.503153,139.766126,16,0,20.46,20.06,27.39,0.04
35.503153,139.770631,16,0,19.7,18.26,25.91,0.06
35.503153,139.775135,16,0,19.08,16.5,24.47,0.08
35.503153,139.77964,16,0,19.29,14.88,23.16,0.11
35.503153,139.784144,16,0,19.06,12.98,21.54,0.15
35.503153,139.788649,16,0,19.29,11.26,20.1,0.18
35.503153,139.793153,16,0,19.84,9.66,18.74,0.23
35.503153,139.797658,16,0,20.37,8.28,17.6,0.26
35.503153,139.802162,16,0,20.97,7.01,16.59,0.3
35.503153,139.806667,16,0,21.56,5.85,15.68,0.34
35.503153,139.811171,16,0,21.95,4.91,15.02,0.36
35.503153,139.815676,16,0,22.35,3.98,14.36,0.39
35.503153,139.82018,16,0,22.74,3.07,13.74,0.41
35.503153,139.824685,16,0,23.05,2.27,13.27,0.43
35.503153,139.829189,16,0,23.36,1.43,12.81,0.44
35.503153,139.833694,16,0,23.62,0.59,12.35,0.46
35.503153,139.838198,16,0,23.77,-0.2,11.96,0.47
35.503153,139.842703,16,0,23.96,-1.01,11.59,0.49
35.503153,139.847207,16,0,24.19,-1.98,11.19,0.5
35.503153,139.851712,16,0,24.41,-2.98,10.78,0.52
35.503153,139.856216,16,0,24.57,-3.93,10.41,0.53
35.503153,139.860721,16,0,24.73,-4.89,10.09,0.54
35.503153,139.865225,16,0,25.04,-6.12,9.77,0.56
35.503153,139.86973,16,0,25.39,-7.46,9.47,0.57
35.503153,139.874234,16,0,25.78,-8.8,9.18,0.59
35.503153,139.878739,16,0,26.21,-10.18,8.91,0.6
35.503153,139.883243,16,0,26.68,-11.61,8.68,0.62
35.503153,139.887748,16,0,27.22,-13.17,8.48,0.64
35.503153,139.892252,16,0,27.82,-14.59,8.44,0.65
35.503153,139.896757,16,0,28.43,-15.82,8.52,0.66
35.503153,139.901261,16,0,29.02,-16.97,8.63,0.67
35.503153,139.905766,16,0,29.59,-18.04,8.76,0.68
35.503153,139.91027,16,0,29.97,-18.83,8.86,0.68
35.503153,139.914775,16,0,30.01,-19.11,8.91,0.67
35.503153,139.919279,16,0,30.06,-19.35,9.0,0.67
35.503153,139.923784,16,0,30.12,-19.59,9.1,0.66
35.503153,139.928288,16,0,30.12,-19.68,9.25,0.66
35.503153,139.932793,16,0,29.93,-19.54,9.36,0.65
35.503153,139.937297,16,0,29.72,-19.39,9.46,0.64
35.503153,139.941802,16,0,29.52,-19.22,9.56,0.63
35.503153,139.946306,16,0,29.36,-18.99,9.71,0.62
35.503153,139.950811,16,0,29.21,-18.71,9.89,0.61
35.503153,139.955315,16,0,29.03,-18.45,10.04,0.59
35.503153,139.95982,16,0,28.86,-18.09,10.28,0.58
35.503153,139.964324,16,0,28.74,-17.65,10.59,0.57
35.503153,139.968829,16,0,28.61,-17.22,10.89,0.56
35.503153,139.973333,16,0,28.47,-16.77,11.21,0.55
35.503153,139.977838,16,0,28.35,-16.28,11.57,0.54
35.503153,139.982342,16,0,28.29,-15.85,11.87,0.53
35.503153,139.986847,16,0,28.16,-15.32,12.27,0.52
35.503153,139.991351,16,0,28.08,-14.83,12.64,0.51
35.503153,139.995856,16,0,27.97,-14.26,13.07,0.5
35.503153,140.00036,16,0,27.89,-13.69,13.51,0.49
35.503153,140.004865,16,0,27.82,-13.02,14.03,0.47
35.503153,140.009369,16,0,27.78,-12.26,14.64,0.46
35.503153,140.013874,16,0,27.65,-11.44,15.28,0.45
35.503153,140.018378,16,0,27.57,-10.65,15.9,0.44
35.503153,140.022883,16,0,27.54,-9.84,16.5,0.42
35.503153,140.085946,16,0,16.58,-4.94,18.56,0.24
35.507658,139.761622,16,0,24.56,25.58,32.22,0.03
35.507658,139.766126,16,0,23.58,23.79,30.72,0.04
35.507658,139.770631,16,0,21.58,21.65,28.89,0.04
35.507658,139.775135,16,0,19.57,19.43,26.97,0.04
35.507658,139.77964,16,0,18.38,17.46,25.31,0.05
35.507658,139.784144,16,0,17.81,15.43,23.59,0.08
35.507658,139.788649,16,0,18.44,13.31,21.8,0.13
35.507658,139.793153,16,0,19.09,11.62,20.38,0.17
35.507658,139.797658,16,0,19.91,10.09,19.11,0.22
35.507658,139.802162,16,0,20.64,8.84,18.1,0.26
35.507658,139.806667,16,0,21.32,7.58,17.12,0.3
35.507658,139.811171,16,0,21.88,6.57,16.38,0.32
35.507658,139.815676,16,0,22.4,5.57,15.66,0.35
35.507658,139.82018,16,0,22.79,4.65,15.02,0.38
35.507658,139.824685,16,0,23.1,3.76,14.46,0.4
35.507658,139.829189,16,0,23.46,2.86,13.92,0.42
35.507658,139.833694,16,0,23.83,1.96,13.39,0.44
35.507658,139.838198,16,0,23.97,1.16,12.97,0.45
35.507658,139.842703,16,0,24.08,0.28,12.54,0.46
35.507658,139.847207,16,0,24.27,-0.7,12.12,0.48
35.507658,139.851712,16,0,24.47,-1.69,11.72,0.49
35.507658,139.856216,16,0,24.65,-2.68,11.31,0.51
35.507658,139.860721,16,0,24.79,-3.67,10.91,0.52
35.507658,139.865225,16,0,25.03,-4.9,10.5,0.54
35.507658,139.86973,16,0,25.42,-6.32,10.14,0.55
35.507658,139.874234,16,0,25.81,-7.67,9.86,0.57
35.507658,139.878739,16,0,26.24,-9.03,9.59,0.59
35.507658,139.883243,16,0,26.69,-10.4,9.33,0.6
35.507658,139.887748,16,0,27.23,-11.9,9.13,0.62
35.507658,139.892252,16,0,27.85,-13.4,9.03,0.63
35.507658,139.896757,16,0,28.46,-14.74,9.03,0.65
35.507658,139.901261,16,0,29.06,-16.0,9.07,0.66
35.507658,139.905766,16,0,29.66,-17.14,9.17,0.67
35.507658,139.91027,16,0,30.18,-18.0,9.34,0.67
35.507658,139.914775,16,0,30.38,-18.44,9.43,0.67
35.507658,139.919279,16,0,30.46,-18.76,9.5,0.67
35.507658,139.923784,16,0,30.53,-19.04,9.57,0.66
35.507658,139.928288,16,0,30.59,-19.3,9.67,0.66
35.507658,139.932793,16,0,30.43,-19.19,9.78,0.65
35.507658,139.937297,16,0,30.22,-19.04,9.87,0.64
35.507658,139.941802,16,0,30.01,-18.88,9.96,0.63
35.507658,139.946306,16,0,29.81,-18.72,10.05,0.62
35.507658,139.950811,16,0,29.65,-18.5,10.17,0.61
35.507658,139.955315,16,0,29.47,-18.3,10.26,0.6
35.507658,139.95982,16,0,29.28,-18.07,10.39,0.59
35.507658,139.964324,16,0,29.14,-17.67,10.67,0.58
35.507658,139.968829,16,0,29.02,-17.28,10.93,0.57
35.507658,139.973333,16,0,28.9,-16.89,11.18,0.56
35.507658,139.977838,16,0,28.75,-16.5,11.43,0.55
35.507658,139.982342,16,0,28.67,-16.16,11.65,0.54
35.507658,139.986847,16,0,28.64,-15.83,11.85,0.53
35.507658,139.991351,16,0,28.56,-15.31,12.25,0.52
35.507658,139.995856,16,0,28.51,-14.86,12.57,0.51
35.507658,140.00036,16,0,28.43,-14.22,13.07,0.5
35.507658,140.004865,16,0,28.42,-13.61,13.53,0.49
35.507658,140.009369,16,0,28.3,-12.81,14.16,0.48
35.507658,140.013874,16,0,28.14,-11.91,14.88,0.46
35.507658,140.018378,16,0,27.94,-11.04,15.56,0.45
35.507658,140.022883,16,0,27.73,-10.18,16.23,0.43
35.507658,140.027387,16,0,28.01,-9.3,16.94,0.42
35.507658,140.076937,16,0,17.16,-5.8,18.36,0.25
35.512162,139.766126,16,0,26.84,27.38,34.0,0.04
35.512162,139.770631,16,0,22.75,24.64,31.52,0.02
35.512162,139.775135,16,0,19.38,22.03,29.18,-0.0
35.512162,139.77964,16,0,17.53,19.54,27.03,0.01
35.512162,139.784144,16,0,15.95,17.03,24.84,0.02
35.512162,139.788649,16,0,17.38,14.99,23.15,0.08
35.512162,139.793153,16,0,18.88,13.18,21.67,0.14
35.512162,139.797658,16,0,19.51,11.7,20.44,0.18
35.512162,139.802162,16,0,20.26,10.43,19.44,0.22
35.512162,139.806667,16,0,20.92,9.23,18.51,0.25
35.512162,139.811171,16,0,21.61,8.21,17.75,0.29
35.512162,139.815676,16,0,22.31,7.18,16.98,0.32
35.512162,139.82018,16,0,22.86,6.2,16.29,0.35
35.512162,139.824685,16,0,23.18,5.29,15.7,0.37
35.512162,139.829189,16,0,23.52,4.38,15.14,0.39
35.512162,139.833694,16,0,23.84,3.47,14.59,0.41
35.512162,139.838198,16,0,24.05,2.53,14.05,0.42
35.512162,139.842703,16,0,24.19,1.58,13.54,0.44
35.512162,139.847207,16,0,24.36,0.6,13.07,0.46
35.512162,139.851712,16,0,24.54,-0.39,12.65,0.47
35.512162,139.856216,16,0,24.7,-1.43,12.21,0.48
35.512162,139.860721,16,0,24.85,-2.5,11.76,0.5
35.512162,139.865225,16,0,25.02,-3.68,11.29,0.51
35.512162,139.86973,16,0,25.37,-5.09,10.86,0.53
35.512162,139.874234,16,0,25.78,-6.49,10.54,0.55
35.512162,139.878739,16,0,26.19,-7.86,10.25,0.57
35.512162,139.883243,16,0,26.61,-9.23,9.97,0.58
35.512162,139.887748,16,0,27.17,-10.69,9.76,0.6
35.512162,139.892252,16,0,27.83,-12.21,9.66,0.62
35.512162,139.896757,16,0,28.49,-13.67,9.59,0.63
35.512162,139.901261,16,0,29.11,-15.03,9.55,0.65
35.512162,139.905766,16,0,29.71,-16.22,9.59,0.66
35.512162,139.91027,16,0,30.28,-17.09,9.78,0.67
35.512162,139.914775,16,0,30.65,-17.69,9.95,0.67
35.512162,139.919279,16,0,30.83,-18.1,10.07,0.67
35.512162,139.923784,16,0,30.9,-18.35,10.16,0.66
35.512162,139.928288,16,0,30.94,-18.58,10.25,0.66
35.512162,139.932793,16,0,30.88,-18.65,10.33,0.65
35.512162,139.937297,16,0,30.7,-18.59,10.36,0.64
35.512162,139.941802,16,0,30.5,-18.5,10.39,0.63
35.512162,139.946306,16,0,30.28,-18.38,10.45,0.62
35.512162,139.950811,16,0,30.08,-18.19,10.55,0.61
35.512162,139.955315,16,0,29.9,-17.98,10.67,0.6
35.512162,139.95982,16,0,29.72,-17.76,10.79,0.59
35.512162,139.964324,16,0,29.54,-17.49,10.93,0.58
35.512162,139.968829,16,0,29.43,-17.17,11.12,0.57
35.512162,139.973333,16,0,29.34,-16.88,11.29,0.57
35.512162,139.977838,16,0,29.22,-16.54,11.49,0.56
35.512162,139.982342,16,0,29.07,-16.22,11.67,0.55
35.512162,139.986847,16,0,28.99,-15.88,11.87,0.54
35.512162,139.991351,16,0,28.94,-15.44,12.18,0.53
35.512162,139.995856,16,0,28.87,-15.01,12.48,0.52
35.512162,140.00036,16,0,28.83,-14.58,12.77,0.51
35.512162,140.004865,16,0,28.75,-13.92,13.27,0.5
35.512162,140.009369,16,0,28.61,-13.18,13.83,0.49
35.512162,140.013874,16,0,28.43,-12.3,14.53,0.47
35.512162,140.018378,16,0,28.22,-11.41,15.26,0.45
35.512162,140.022883,16,0,28.05,-10.55,15.95,0.44
35.512162,140.027387,16,0,28.06,-9.74,16.6,0.43
35.512162,140.031892,16,0,27.97,-9.07,17.12,0.42
35.512162,140.036396,16,0,27.41,-8.34,17.68,0.4
35.512162,140.040901,16,0,25.54,-7.03,18.62,0.36
35.512162,140.076937,16,0,17.2,-5.55,18.75,0.24
35.516667,139.766126,16,0,27.91,29.3,35.77,0.04
35.516667,139.770631,16,0,23.0,26.22,32.95,0.0
35.516667,139.775135,16,0,19.11,24.12,30.92,-0.03
35.516667,139.77964,16,0,16.04,22.03,28.93,-0.05
35.516667,139.784144,16,0,14.22,19.64,26.83,-0.05
35.516667,139.788649,16,0,17.04,16.98,24.84,0.04
35.516667,139.793153,16,0,19.83,14.27,22.6,0.14
35.516667,139.797658,16,0,19.15,13.06,21.58,0.15
35.516667,139.802162,16,0,19.39,11.98,20.75,0.17
35.516667,139.806667,16,0,20.4,10.75,19.8,0.22
35.516667,139.811171,16,0,21.33,9.78,19.09,0.25
35.516667,139.815676,16,0,22.15,8.75,18.32,0.28
35.516667,139.82018,16,0,22.8,7.76,17.61,0.31
35.516667,139.824685,16,0,23.29,6.8,16.96,0.34
35.516667,139.829189,16,0,23.62,5.88,16.35,0.36
35.516667,139.833694,16,0,23.86,4.91,15.75,0.38
35.516667,139.838198,16,0,24.08,3.9,15.16,0.4
35.516667,139.842703,16,0,24.26,2.91,14.58,0.41
