meiji_cd_age15_06_01_12, 56.66,
meiji_cd_age14_07_01_13, 54.26,
meiji_cd_age14_07_02_13, 54.46,
meiji_cd_age14_10_01_13, 58.64,
meiji_cd_age15_06_01_13, 55.63,
meiji_cd_age14_07_01_14, 53.71,
meiji_cd_age14_07_02_14, 53.93,
meiji_cd_age14_10_01_14, 57.62,
meiji_cd_age15_06_01_14, 54.76,
meiji_cd_age14_07_01_15, 53.36,
meiji_cd_age14_07_02_15, 53.59,
meiji_cd_age14_10_01_15, 56.82,
meiji_cd_age15_06_01_15, 54.12,
meiji_cd_age14_07_01_16, 53.17,
meiji_cd_age14_07_02_16, 53.38,
meiji_cd_age14_10_01_16, 56.26,
meiji_cd_age15_06_01_16, 53.63,
meiji_cd_age14_07_01_17, 53.03,
meiji_cd_age14_07_02_17, 53.21,
meiji_cd_age14_10_01_17, 55.85,
meiji_cd_age15_06_01_17, 53.24,
meiji_cd_age14_07_01_18, 52.92,
meiji_cd_age14_07_02_18, 53.08,
meiji_cd_age14_10_01_18, 55.56,
meiji_cd_age15_06_01_18, 52.96,
meiji_cd_age14_07_01_19, 52.82,
meiji_cd_age14_07_02_19, 52.97,
meiji_cd_age14_10_01_19, 55.37,
meiji_cd_age15_06_01_19, 52.80,
meiji_cd_age14_07_01_20, 52.78,
meiji_cd_age14_07_02_20, 52.93,
meiji_cd_age14_10_01_20, 55.26,
meiji_cd_age15_06_01_20, 52.73,
