RECORDID,ZETTAICODE,PREFCODE,SUIIKICODE,CHITENCODE,NENDO,FISCALYEAR,MONTH,DAYTIME,DEPTH,DEPTH2,PH,PH2,PH3,DO_,DO_2,DO_3,BOD,BOD2,BOD3,COD,COD2,COD3,SS,SS2,SS3,COLON,COLON2,COLON3,HEX,HEX2,HEX3,ALLZN,ALLZN2,ALLZN3,BOTTOMDO,BOTTOMDO2,BOTTOMDO3,LAS,LAS2,LAS3,NONYLPHENOL,NONYLPHENOL2,NONYLPHENOL3,id_stations_water,id_stations_latitude,id_stations_longitude
"1230050001","1230050","12","601","52","2014","2014","10","071050","13","22.8000","8.4","8.4000","1","1.9","1.9000","1",,,,"2.6","2.6000","0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","10","071050","11","0.5000","8.4","8.4000","1","3.9","3.9000","0",,,,"2.2","2.2000","0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","9","031130","14","0.5000",,,,,,,,,,,,,,,,,,,,,,"0.004","0.0040","0",,,,<0.0006,"0.0000","0",,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","9","031130","13","24.6000","8.5","8.5000","1","1.1","1.1000","1",,,,"1.4","1.4000","0",,,,"31","31.0000","0",,,,,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","9","031130","11","0.5000","8.5","8.5000","1","4.7","4.7000","0",,,,"3.3","3.3000","0",,,,"1300","1300.0000","0",<0.5,"0.0000","0",,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","8","121200","13","18.6000","8.8","8.8000","1","7.2","7.2000","0",,,,"4.1","4.1000","0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","8","121200","11","0.5000","8.8","8.8000","1","8.1","8.1000","0",,,,"5.2","5.2000","0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","7","011140","14","0.5000",,,,,,,,,,,,,,,,,,,,,,"0.002","0.0020","0",,,,<0.0006,"0.0000","0",<0.00006,"0.0000","0",千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","7","011140","13","22.0000","8.0","8.0000","0",<0.5,"0.0000","1",,,,"3.7","3.7000","0",,,,"5","5.0000","0",,,,,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","7","011140","11","0.5000","9.0","9.0000","1","13","13.0000","0",,,,"4.8","4.8000","0",,,,"790","790.0000","0",<0.5,"0.0000","0",,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","6","031130","13","22.5000","8.1","8.1000","0",<0.5,"0.0000","1",,,,"3.8","3.8000","0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","6","031130","11","0.5000","9.1","9.1000","1","10","10.0000","0",,,,"9","9.0000","1",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","5","131030","14","0.5000",,,,,,,,,,,,,,,,,,,,,,"0.005","0.0050","0",,,,<0.0006,"0.0000","0","0.00011","0.0001","0",千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","5","131030","13","22.3000","8.8","8.8000","1","7.5","7.5000","0",,,,"3.1","3.1000","0",,,,<2,"0.0000","0",,,,,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","5","131030","11","0.5000","9.0","9.0000","1","9.5","9.5000","0",,,,"6.5","6.5000","0",,,,"5","5.0000","0",<0.5,"0.0000","0",,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2014","4","151035","13","22.3000","8.3","8.3000","0","3.7","3.7000","0",,,,"1.6","1.6000","0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230050001","1230050","12","601","52","2014","2015","3","031005","13","24.9000","8.3","8.3000","0","7.6","7.6000","0",,,,"1.9","1.9000","0",,,,"49","49.0000","0",,,,,,,,,,,,,,,,千葉港（甲）,35.58444444000,140.10833333000
"1230060001","1230060","12","601","53","2014","2015","3","031020","14","0.5000",,,,,,,,,,,,,,,,,,,,,,"0.004","0.0040","0",,,,<0.0006,"0.0000","0",,,,千葉港（甲）,35.60666667000,140.08583333000
"1230060001","1230060","12","601","53","2014","2014","4","151010","11","0.5000","8.9","8.9000","1","12","12.0000","0",,,,"3.6","3.6000","0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.60666667000,140.08583333000
"1230060001","1230060","12","601","53","2014","2015","3","031020","11","0.5000","8.3","8.3000","0","9.1","9.1000","0",,,,"2.1","2.1000","0",,,,"4","4.0000","0",<0.5,"0.0000","0",,,,,,,,,,,,,千葉港（甲）,35.60666667000,140.08583333000
"1230060001","1230060","12","601","53","2014","2015","2","031015","13","18.3000","8.1","8.1000","0","8.7","8.7000","0",,,,"2.2","2.2000","0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.60666667000,140.08583333000
"1230060001","1230060","12","601","53","2014","2015","2","031015","11","0.5000","8.2","8.2000","0","9.7","9.7000","0",,,,"1.8","1.8000","0",,,,,,,,,,,,,,,,,,,,,,千葉港（甲）,35.60666667000,140.08583333000
"1230060001","1230060","12","601","53","2014","2015","1","131000","14","0.5000",,,,,,,,,,,,,,,,,,,,,,"0.006","0.0060","0",,,,<0.0006,"0.0000","0","0.00008","0.0001","0",千葉港（甲）,35.60666667000,140.08583333000
"1230060001","1230060","12","601","53","2014","2015","1","131000","13","19.5000","8.0","8.0000","0","10","10.0000","0",,,,"1.4","1.4000","0",,,,"13","13.0000","0",,,,,,,,,,,,,,,,千葉港（甲）,35.60666667000,140.08583333000
"1230060001","1230060","12","601","53","2014","2015","1","131000","11","0.5000","8.0","8.0000","0","9.3","9.3000","0",,,,"1.9","1.9000","0",,,,"2","2.0000","0",<0.5,"0.0000","0",,,,,,,,,,,,,千葉港（甲）,35.60666667000,140.08583333000
