TIME,DATE,DEPTH,DEPTH2,DO_,DO_2,DO_3,id_station,id_stati_1,id_stati_2
2014-08-12 10:00,2014-08-12,13,12.9,5.8,5.8,0,東京湾（１２）,35.37,139.6733333
2014-09-03 09:00,2014-09-03,13,12.5,6.9,6.9,0,東京湾（１２）,35.37,139.6733333
2014-10-01 09:00,2014-10-01,13,12.7,5.5,5.5,0,東京湾（１２）,35.37,139.6733333
2014-11-05 09:00,2014-11-05,13,13.4,8.5,8.5,0,東京湾（１２）,35.37,139.6733333
2014-12-05 09:00,2014-12-05,13,13.1,7.1,7.1,0,東京湾（１２）,35.37,139.6733333
2015-01-07 09:00,2015-01-07,13,12.7,8.5,8.5,0,東京湾（１２）,35.37,139.6733333
2015-02-04 09:00,2015-02-04,13,13.5,9.8,9.8,0,東京湾（１２）,35.37,139.6733333
2015-03-04 09:00,2015-03-04,13,13.1,8.2,8.2,0,東京湾（１２）,35.37,139.6733333
2014-04-09 10:00,2014-04-09,13,18.4,7.2,7.2,0,東京湾（１２）,35.33833333,139.6583333
2014-05-14 10:00,2014-05-14,13,18.1,8,8,0,東京湾（１２）,35.33833333,139.6583333
2014-06-04 10:00,2014-06-04,13,18.8,5.8,5.8,0,東京湾（１２）,35.33833333,139.6583333
2014-07-02 10:00,2014-07-02,13,18.7,4.8,4.8,1,東京湾（１２）,35.33833333,139.6583333
2014-08-12 11:00,2014-08-12,13,18.4,5.1,5.1,0,東京湾（１２）,35.33833333,139.6583333
2014-09-03 10:00,2014-09-03,13,18.5,4.7,4.7,1,東京湾（１２）,35.33833333,139.6583333
2014-10-01 10:00,2014-10-01,13,18.6,5,5,0,東京湾（１２）,35.33833333,139.6583333
2014-11-05 11:00,2014-11-05,13,18,8.3,8.3,0,東京湾（１２）,35.33833333,139.6583333
2014-12-05 10:00,2014-12-05,13,19,7.2,7.2,0,東京湾（１２）,35.33833333,139.6583333
2015-01-07 10:00,2015-01-07,13,18.8,8.5,8.5,0,東京湾（１２）,35.33833333,139.6583333
2015-02-04 11:00,2015-02-04,13,18.5,10,10,0,東京湾（１２）,35.33833333,139.6583333
2015-03-04 10:00,2015-03-04,13,17.9,9.3,9.3,0,東京湾（１２）,35.33833333,139.6583333
2015-02-04 11:00,2015-02-04,13,30.2,8.6,8.6,0,東京湾（１３）,35.27888889,139.7
2015-01-09 11:00,2015-01-09,13,30,8.2,8.2,0,東京湾（１３）,35.27888889,139.7
2014-12-10 10:00,2014-12-10,13,30.3,7.2,7.2,0,東京湾（１３）,35.27888889,139.7
2014-11-05 10:00,2014-11-05,13,29.5,7.6,7.6,0,東京湾（１３）,35.27888889,139.7
2014-10-01 11:00,2014-10-01,13,30.1,6.6,6.6,0,東京湾（１３）,35.27888889,139.7
2014-09-03 10:00,2014-09-03,13,30.1,6.4,6.4,0,東京湾（１３）,35.27888889,139.7
2014-08-20 11:00,2014-08-20,13,29.4,4.3,4.3,1,東京湾（１３）,35.27888889,139.7
2014-07-02 10:00,2014-07-02,13,29.8,5,5,0,東京湾（１３）,35.27888889,139.7
2014-06-04 10:00,2014-06-04,13,30.3,5.7,5.7,0,東京湾（１３）,35.27888889,139.7
2014-05-14 10:00,2014-05-14,13,29.5,7,7,0,東京湾（１３）,35.27888889,139.7
2014-04-09 12:00,2014-04-09,13,31.3,7.2,7.2,0,東京湾（１３）,35.27888889,139.7
2015-03-04 10:00,2015-03-04,13,30,8.6,8.6,0,東京湾（１３）,35.27888889,139.7
2015-02-04 10:00,2015-02-04,13,8.5,8.4,8.4,0,東京湾（１４）,35.23777777,139.7244445
2015-01-09 10:00,2015-01-09,13,9.4,7.9,7.9,0,東京湾（１４）,35.23777777,139.7244445
2014-12-10 10:00,2014-12-10,13,8.6,7,7,0,東京湾（１４）,35.23777777,139.7244445
2014-11-05 09:00,2014-11-05,13,8.4,6.8,6.8,0,東京湾（１４）,35.23777777,139.7244445
2014-10-01 10:00,2014-10-01,13,8.1,5.9,5.9,0,東京湾（１４）,35.23777777,139.7244445
2014-09-03 09:00,2014-09-03,13,9.2,7.5,7.5,0,東京湾（１４）,35.23777777,139.7244445
2014-08-20 10:00,2014-08-20,13,9.1,7.8,7.8,0,東京湾（１４）,35.23777777,139.7244445
2014-07-02 09:00,2014-07-02,13,8.6,9.3,9.3,0,東京湾（１４）,35.23777777,139.7244445
2014-06-04 10:00,2014-06-04,13,8.5,10,10,0,東京湾（１４）,35.23777777,139.7244445
2014-05-14 10:00,2014-05-14,13,7,7.4,7.4,0,東京湾（１４）,35.23777777,139.7244445
2014-04-09 11:00,2014-04-09,13,6.5,10,10,0,東京湾（１４）,35.23777777,139.7244445
2015-03-04 09:00,2015-03-04,13,9.3,8.2,8.2,0,東京湾（１４）,35.23777777,139.7244445
2014-07-02 10:00,2014-07-02,13,29.8,6.2,6.2,1,東京湾（１６）,35.35055556,139.7216667
2015-02-04 09:00,2015-02-04,13,7.8,8.9,8.9,0,東京湾（１５）,35.22361111,139.7188889
2015-01-09 09:00,2015-01-09,13,7.4,7.6,7.6,0,東京湾（１５）,35.22361111,139.7188889
2014-12-10 09:00,2014-12-10,13,8.2,7.3,7.3,0,東京湾（１５）,35.22361111,139.7188889
2014-11-05 09:00,2014-11-05,13,7.2,7.5,7.5,0,東京湾（１５）,35.22361111,139.7188889
2014-10-01 09:00,2014-10-01,13,7.1,6.2,6.2,0,東京湾（１５）,35.22361111,139.7188889
2014-09-03 09:00,2014-09-03,13,8,6.8,6.8,0,東京湾（１５）,35.22361111,139.7188889
2014-08-20 09:00,2014-08-20,13,7,7.3,7.3,0,東京湾（１５）,35.22361111,139.7188889
2014-07-02 09:00,2014-07-02,13,7.7,9.2,9.2,0,東京湾（１５）,35.22361111,139.7188889
2014-06-04 09:00,2014-06-04,13,7.3,9.7,9.7,0,東京湾（１５）,35.22361111,139.7188889
2014-05-14 09:00,2014-05-14,13,7.1,7.4,7.4,0,東京湾（１５）,35.22361111,139.7188889
2014-04-09 10:00,2014-04-09,13,7.6,9.8,9.8,0,東京湾（１５）,35.22361111,139.7188889
2015-03-04 09:00,2015-03-04,13,7.1,9.2,9.2,0,東京湾（１５）,35.22361111,139.7188889
2014-09-03 11:00,2014-09-03,13,30.3,3.8,3.8,1,東京湾（１６）,35.42111111,139.7455556
2014-07-02 10:00,2014-07-02,13,30,4.9,4.9,1,東京湾（１６）,35.42111111,139.7455556
2014-06-04 11:00,2014-06-04,13,29.6,6.5,6.5,1,東京湾（１６）,35.42111111,139.7455556
2014-05-14 10:00,2014-05-14,13,30,4.6,4.6,1,東京湾（１６）,35.42111111,139.7455556
2014-04-09 11:00,2014-04-09,13,30.6,7.5,7.5,0,東京湾（１６）,35.42111111,139.7455556
2014-08-13 11:00,2014-08-13,13,29.1,3.9,3.9,1,東京湾（１６）,35.42111111,139.7455556
2014-10-01 11:00,2014-10-01,13,30,6.1,6.1,1,東京湾（１６）,35.42111111,139.7455556
2014-11-05 12:00,2014-11-05,13,30.2,6.9,6.9,1,東京湾（１６）,35.42111111,139.7455556
2014-12-10 10:00,2014-12-10,13,29.6,7.3,7.3,1,東京湾（１６）,35.42111111,139.7455556
2015-01-08 11:00,2015-01-08,13,30.5,8.5,8.5,0,東京湾（１６）,35.42111111,139.7455556
2015-02-04 12:00,2015-02-04,13,29.6,8.9,8.9,0,東京湾（１６）,35.42111111,139.7455556
2015-03-16 10:00,2015-03-16,13,31.1,8.2,8.2,0,東京湾（１６）,35.42111111,139.7455556
2015-03-16 10:00,2015-03-16,13,30.9,8.3,8.3,0,東京湾（１６）,35.35055556,139.7216667
2014-06-04 10:00,2014-06-04,13,29.4,6.9,6.9,1,東京湾（１６）,35.35055556,139.7216667
2014-05-14 10:00,2014-05-14,13,29.4,5.5,5.5,1,東京湾（１６）,35.35055556,139.7216667
2014-04-09 10:00,2014-04-09,13,30.4,7.8,7.8,0,東京湾（１６）,35.35055556,139.7216667
2014-09-03 10:00,2014-09-03,13,30.1,6.4,6.4,1,東京湾（１６）,35.35055556,139.7216667
2014-10-01 10:00,2014-10-01,13,30,6.2,6.2,1,東京湾（１６）,35.35055556,139.7216667
2014-11-05 12:00,2014-11-05,13,30,6.8,6.8,1,東京湾（１６）,35.35055556,139.7216667
2014-12-10 10:00,2014-12-10,13,29.4,7.5,7.5,0,東京湾（１６）,35.35055556,139.7216667
2015-01-08 10:00,2015-01-08,13,30,8.1,8.1,0,東京湾（１６）,35.35055556,139.7216667
2015-02-04 11:00,2015-02-04,13,29.4,8.6,8.6,0,東京湾（１６）,35.35055556,139.7216667
2014-08-13 11:00,2014-08-13,13,28.8,5.5,5.5,1,東京湾（１６）,35.35055556,139.7216667
2014-04-09 10:00,2014-04-09,13,41.2,8.6,8.6,0,東京湾（１７）,35.28555556,139.7577778
2014-05-14 09:00,2014-05-14,13,41.3,7,7,1,東京湾（１７）,35.28555556,139.7577778
2014-06-04 10:00,2014-06-04,13,41.2,6.8,6.8,1,東京湾（１７）,35.28555556,139.7577778
2014-07-02 09:00,2014-07-02,13,40.7,6.8,6.8,1,東京湾（１７）,35.28555556,139.7577778
2014-08-13 10:00,2014-08-13,13,41.3,5.3,5.3,1,東京湾（１７）,35.28555556,139.7577778
2014-09-03 10:00,2014-09-03,13,40,6.9,6.9,1,東京湾（１７）,35.28555556,139.7577778
2014-10-01 10:00,2014-10-01,13,41.2,6.4,6.4,1,東京湾（１７）,35.28555556,139.7577778
2014-11-05 11:00,2014-11-05,13,40.9,6.5,6.5,1,東京湾（１７）,35.28555556,139.7577778
2014-12-10 10:00,2014-12-10,13,41,7.2,7.2,1,東京湾（１７）,35.28555556,139.7577778
2015-01-08 10:00,2015-01-08,13,41.9,8,8,0,東京湾（１７）,35.28555556,139.7577778
2015-02-04 11:00,2015-02-04,13,41.7,8.5,8.5,0,東京湾（１７）,35.28555556,139.7577778
2015-03-16 10:00,2015-03-16,13,41.2,7.6,7.6,0,東京湾（１７）,35.28555556,139.7577778
2014-04-09 08:00,2014-04-09,13,50,8.5,8.5,0,東京湾（１７）,35.22777778,139.7633333
2014-05-14 08:00,2014-05-14,13,50,7.1,7.1,1,東京湾（１７）,35.22777778,139.7633333
2014-06-04 08:00,2014-06-04,13,50,6.7,6.7,1,東京湾（１７）,35.22777778,139.7633333
2014-07-02 08:00,2014-07-02,13,50,6.1,6.1,1,東京湾（１７）,35.22777778,139.7633333
2014-08-13 08:00,2014-08-13,13,50,5.6,5.6,1,東京湾（１７）,35.22777778,139.7633333
2014-09-03 08:00,2014-09-03,13,50,6.8,6.8,1,東京湾（１７）,35.22777778,139.7633333
2014-10-01 08:00,2014-10-01,13,50,5.8,5.8,1,東京湾（１７）,35.22777778,139.7633333
2014-11-05 09:00,2014-11-05,13,50,7.3,7.3,1,東京湾（１７）,35.22777778,139.7633333
2014-12-10 08:00,2014-12-10,13,50,6.8,6.8,1,東京湾（１７）,35.22777778,139.7633333
2015-01-08 08:00,2015-01-08,13,50,7.4,7.4,1,東京湾（１７）,35.22777778,139.7633333
2015-02-04 09:00,2015-02-04,13,50,7.8,7.8,0,東京湾（１７）,35.22777778,139.7633333
2015-03-16 08:00,2015-03-16,13,50,8.5,8.5,0,東京湾（１７）,35.22777778,139.7633333
2014-07-02 09:00,2014-07-02,13,50,6.4,6.4,1,東京湾（１７）,35.13944444,139.7577778
2014-06-04 09:00,2014-06-04,13,50,6.6,6.6,1,東京湾（１７）,35.13944444,139.7577778
2014-05-14 09:00,2014-05-14,13,50,8.8,8.8,0,東京湾（１７）,35.13944444,139.7577778
2014-04-09 09:00,2014-04-09,13,50,10,10,0,東京湾（１７）,35.13944444,139.7577778
2015-03-16 09:00,2015-03-16,13,50,8.4,8.4,0,東京湾（１７）,35.13944444,139.7577778
2015-02-04 09:00,2015-02-04,13,50,8.3,8.3,0,東京湾（１７）,35.13944444,139.7577778
2015-01-08 09:00,2015-01-08,13,50,7.5,7.5,0,東京湾（１７）,35.13944444,139.7577778
2014-12-10 09:00,2014-12-10,13,50,7.4,7.4,1,東京湾（１７）,35.13944444,139.7577778
2014-11-05 10:00,2014-11-05,13,50,7.9,7.9,0,東京湾（１７）,35.13944444,139.7577778
2014-10-01 09:00,2014-10-01,13,50,6.4,6.4,1,東京湾（１７）,35.13944444,139.7577778
2014-09-03 09:00,2014-09-03,13,50,7.1,7.1,1,東京湾（１７）,35.13944444,139.7577778
2014-08-13 09:00,2014-08-13,13,50,6.3,6.3,1,東京湾（１７）,35.13944444,139.7577778
2014-07-02 08:00,2014-07-02,13,14.3,0.8,0.8,1,東京湾（６）,35.50444444,139.7533333
2014-08-08 08:00,2014-08-08,13,13.1,0.5,0.5,1,東京湾（６）,35.50444444,139.7533333
2014-09-03 08:00,2014-09-03,13,13.2,0.8,0.8,1,東京湾（６）,35.50444444,139.7533333
2014-10-01 08:00,2014-10-01,13,13.5,3.4,3.4,0,東京湾（６）,35.50444444,139.7533333
2014-04-09 08:00,2014-04-09,13,14,5.7,5.7,0,東京湾（６）,35.50444444,139.7533333
2014-05-14 08:00,2014-05-14,13,13,4.7,4.7,0,東京湾（６）,35.50444444,139.7533333
2014-11-05 08:00,2014-11-05,13,13.4,4.7,4.7,0,東京湾（６）,35.50444444,139.7533333
2014-12-03 10:00,2014-12-03,13,13.3,5,5,0,東京湾（６）,35.50444444,139.7533333
2015-01-07 09:00,2015-01-07,13,13.7,6.6,6.6,0,東京湾（６）,35.50444444,139.7533333
2015-02-04 08:00,2015-02-04,13,13.5,8.4,8.4,0,東京湾（６）,35.50444444,139.7533333
2015-03-04 08:00,2015-03-04,13,13.5,8.3,8.3,0,東京湾（６）,35.50444444,139.7533333
2014-06-04 08:00,2014-06-04,13,14.3,1.5,1.5,1,東京湾（６）,35.50444444,139.7533333
2014-09-03 10:00,2014-09-03,13,16.3,0.6,0.6,1,東京湾（６）,35.47916667,139.7458333
2014-10-01 11:00,2014-10-01,13,16,4.4,4.4,0,東京湾（６）,35.47916667,139.7458333
2014-11-05 10:00,2014-11-05,13,15.8,3.4,3.4,0,東京湾（６）,35.47916667,139.7458333
2014-12-03 08:00,2014-12-03,13,16,5.3,5.3,0,東京湾（６）,35.47916667,139.7458333
2015-01-07 12:00,2015-01-07,13,16,7,7,0,東京湾（６）,35.47916667,139.7458333
2015-02-04 10:00,2015-02-04,13,15.7,9.3,9.3,0,東京湾（６）,35.47916667,139.7458333
2015-03-04 10:00,2015-03-04,13,15.8,8.1,8.1,0,東京湾（６）,35.47916667,139.7458333
2014-05-14 10:00,2014-05-14,13,15.3,6.3,6.3,0,東京湾（６）,35.47916667,139.7458333
2014-06-04 09:00,2014-06-04,13,16.6,3.7,3.7,0,東京湾（６）,35.47916667,139.7458333
2014-07-02 11:00,2014-07-02,13,17,0.8,0.8,1,東京湾（６）,35.47916667,139.7458333
2014-08-08 11:00,2014-08-08,13,15.7,3.9,3.9,0,東京湾（６）,35.47916667,139.7458333
2014-04-09 10:00,2014-04-09,13,17.2,5.8,5.8,0,東京湾（６）,35.47916667,139.7458333
2015-03-04 10:00,2015-03-04,13,12.4,8.7,8.7,0,東京湾（６）,35.49194444,139.7211111
2015-02-04 11:00,2015-02-04,13,12.6,8.6,8.6,0,東京湾（６）,35.49194444,139.7211111
2015-01-07 09:00,2015-01-07,13,13.2,7.7,7.7,0,東京湾（６）,35.49194444,139.7211111
2014-12-03 11:00,2014-12-03,13,12.7,5.5,5.5,0,東京湾（６）,35.49194444,139.7211111
2014-11-05 10:00,2014-11-05,13,12.8,4.2,4.2,0,東京湾（６）,35.49194444,139.7211111
2014-10-01 11:00,2014-10-01,13,13,5.1,5.1,0,東京湾（６）,35.49194444,139.7211111
2014-09-03 10:00,2014-09-03,13,13,0.6,0.6,1,東京湾（６）,35.49194444,139.7211111
2014-08-08 11:00,2014-08-08,13,12.6,0.3,0.3,1,東京湾（６）,35.49194444,139.7211111
2014-07-02 11:00,2014-07-02,13,12.7,0.9,0.9,1,東京湾（６）,35.49194444,139.7211111
2014-06-04 10:00,2014-06-04,13,13.2,4.2,4.2,0,東京湾（６）,35.49194444,139.7211111
2014-05-14 10:00,2014-05-14,13,12,4.5,4.5,0,東京湾（６）,35.49194444,139.7211111
2014-04-09 10:00,2014-04-09,13,13.2,5.9,5.9,0,東京湾（６）,35.49194444,139.7211111
