TIME,DATE,DEPTH,DEPTH2,DO_,DO_2,DO_3,id_station,id_stati_1,id_stati_2
2014-12-03 09:00,2014-12-03,11,0.5,6.9,6.9,0,東京湾（１２）,35.48388889,139.7955556
2014-04-09 10:00,2014-04-09,11,0.5,13,13,0,東京湾（１２）,35.46083333,139.7480556
2014-05-14 09:00,2014-05-14,11,0.5,9.1,9.1,0,東京湾（１２）,35.46083333,139.7480556
2014-06-04 09:00,2014-06-04,11,0.5,13,13,0,東京湾（１２）,35.46083333,139.7480556
2014-07-02 10:00,2014-07-02,11,0.5,18,18,0,東京湾（１２）,35.46083333,139.7480556
2014-08-08 10:00,2014-08-08,11,0.5,8.5,8.5,0,東京湾（１２）,35.46083333,139.7480556
2014-09-03 10:00,2014-09-03,11,0.5,15,15,0,東京湾（１２）,35.46083333,139.7480556
2014-10-01 10:00,2014-10-01,11,0.5,7.4,7.4,0,東京湾（１２）,35.46083333,139.7480556
2014-11-05 09:00,2014-11-05,11,0.5,8.7,8.7,0,東京湾（１２）,35.46083333,139.7480556
2014-12-03 09:00,2014-12-03,11,0.5,7.3,7.3,0,東京湾（１２）,35.46083333,139.7480556
2015-01-07 11:00,2015-01-07,11,0.5,7.9,7.9,0,東京湾（１２）,35.46083333,139.7480556
2015-02-04 10:00,2015-02-04,11,0.5,9.9,9.9,0,東京湾（１２）,35.46083333,139.7480556
2015-03-04 09:00,2015-03-04,11,0.5,9.5,9.5,0,東京湾（１２）,35.46083333,139.7480556
2015-02-04 11:00,2015-02-04,11,0.5,11,11,0,東京湾（１２）,35.41916667,139.695
2015-01-07 11:00,2015-01-07,11,0.5,9.3,9.3,0,東京湾（１２）,35.41916667,139.695
2014-12-05 10:00,2014-12-05,11,0.5,7.6,7.6,0,東京湾（１２）,35.41916667,139.695
2014-11-05 11:00,2014-11-05,11,0.5,9.1,9.1,0,東京湾（１２）,35.41916667,139.695
2014-10-01 11:00,2014-10-01,11,0.5,7.3,7.3,0,東京湾（１２）,35.41916667,139.695
2014-09-03 10:00,2014-09-03,11,0.5,8.8,8.8,0,東京湾（１２）,35.41916667,139.695
2014-08-12 12:00,2014-08-12,11,0.5,7.2,7.2,0,東京湾（１２）,35.41916667,139.695
2014-07-02 11:00,2014-07-02,11,0.5,15,15,0,東京湾（１２）,35.41916667,139.695
2014-06-04 11:00,2014-06-04,11,0.5,14,14,0,東京湾（１２）,35.41916667,139.695
2014-05-14 11:00,2014-05-14,11,0.5,11,11,0,東京湾（１２）,35.41916667,139.695
2014-04-09 11:00,2014-04-09,11,0.5,13,13,0,東京湾（１２）,35.41916667,139.695
2015-03-04 11:00,2015-03-04,11,0.5,9.9,9.9,0,東京湾（１２）,35.41916667,139.695
2014-04-09 09:00,2014-04-09,11,0.5,12,12,0,東京湾（１２）,35.37,139.6733333
2014-06-04 09:00,2014-06-04,11,0.5,13,13,0,東京湾（１２）,35.37,139.6733333
2014-07-02 09:00,2014-07-02,11,0.5,13,13,0,東京湾（１２）,35.37,139.6733333
2014-08-12 10:00,2014-08-12,11,0.5,6.8,6.8,0,東京湾（１２）,35.37,139.6733333
2014-09-03 09:00,2014-09-03,11,0.5,11,11,0,東京湾（１２）,35.37,139.6733333
2014-10-01 09:00,2014-10-01,11,0.5,7.3,7.3,0,東京湾（１２）,35.37,139.6733333
2014-11-05 09:00,2014-11-05,11,0.5,8.5,8.5,0,東京湾（１２）,35.37,139.6733333
2014-12-05 09:00,2014-12-05,11,0.5,8.2,8.2,0,東京湾（１２）,35.37,139.6733333
